total_words;total_sentences;total_syllables;complex_words;letter_count;common_words;total_different_words;different_advanced_words;flesch_reading_ease;flesch_kinkaid;gunning_fog;coleman_liau;smog_grade;automated_readibility_index;lexical_density;beyond_2000;advanced_ttr;advanced_guiraud;ttr;rttr;cttr;m;h;s;u;mwf;r;bigram_model;bigram_perplexety;a1_words;a2_words;b1_words;b2_words;c1_words;c2_words;bigram_model_reverse;bigram_perplexety_reverse;words_per_sentence;sentences_per_paragraph;simple_errors_per_word;complex_errors_per_word;level
45;2;63;5;198;38;36;19;65.5575;4.79;8.8;8.756444;12.161745;8.41;42.22222222222222;0.84444445;0.42222223;2.8323529;0.8;5.3665633;3.7947333;0.015399109;0.9413808;0.9548102;64.93882;1.25;5.3665633;0.70748;0.70748;31.0;28.0;17.0;7.0;5.0;5.0;1.3325464;1.3325464;22.5;2.0;0.0;0.0;2
86;4;125;14;363;71;58;31;62.047386;4.4;8.400001;7.6423254;13.454273;7.91;45.348837209302324;0.8255814;0.3604651;3.3428159;0.6744186;6.254301;4.4224586;0.019852836;0.9115686;0.93802154;50.370636;1.4827586;6.254301;4.932425;4.932425;47.0;50.0;38.0;34.0;22.0;3.0;3.2301104;3.2301104;21.5;2.0;0.0;0.0;2
67;4;99;8;302;50;56;32;64.82778;2.45;6.4;8.936715;10.934197;5.41;50.74626865671642;0.74626863;0.47761193;3.9094222;0.8358209;6.841489;4.837663;0.010144039;0.95734745;0.96964985;98.58006;1.1964285;6.841489;2.532917;2.532917;32.0;34.0;24.0;19.0;13.0;10.0;3.4100237;3.4100237;16.75;1.3333334;0.0;0.0;2
40;1;57;4;174;35;32;19;45.680004;11.81;16.0;9.038;14.554592;17.41;50.0;0.875;0.475;3.0041637;0.8;5.059644;3.5777087;0.016398171;0.9395091;0.95219743;60.98241;1.25;5.059644;1.3110478;1.3110478;22.0;18.0;19.0;16.0;12.0;2.0;2.1961942;2.1961942;40.0;1.0;0.0;0.0;2
64;4;79;6;246;54;47;26;86.16688;2.45;6.4;4.95125;9.888513;0.7;40.625;0.84375;0.40625;3.25;0.734375;5.875;4.1542525;0.01784979;0.9257648;0.9458795;56.023067;1.3617021;5.875;1.2897911;1.2897911;41.0;34.0;25.0;14.0;6.0;5.0;2.086348;2.086348;16.0;4.0;1.0;0.0;2
83;10;113;2;340;74;58;31;83.232185;-0.67;3.2;4.7204814;5.683918;1.41;59.036144578313255;0.8915663;0.37349397;3.402692;0.6987952;6.3663273;4.501673;0.018354747;0.9188933;0.94307387;54.481815;1.4310344;6.3663273;3.0315568;3.0315568;50.0;58.0;35.0;30.0;23.0;10.0;2.9581876;2.9581876;8.3;10.0;1.0;0.0;2
87;5;135;14;410;64;60;36;57.898132;2.84;6.8;10.209196;12.688353;5.91;50.57471264367817;0.7356322;0.41379312;3.859605;0.6896552;6.4326754;4.5485883;0.01863003;0.9168;0.9419529;53.67678;1.45;6.4326754;2.8084075;2.8084075;47.0;42.0;33.0;28.0;21.0;7.0;5.286282;5.286282;17.4;1.6666666;0.0;0.0;2
100;6;131;4;415;87;67;41;79.09234;2.45;6.4;6.826;7.7935376;5.41;54.0;0.87;0.41;4.1;0.67;6.7;4.7376156;0.018883688;0.9130374;0.9404272;52.955757;1.4925373;6.7;3.2062888;3.2062888;69.0;66.0;43.0;28.0;18.0;9.0;4.468498;4.468498;16.666666;1.5;0.0;0.0;2
80;7;119;8;350;64;62;37;69.3925;0.5;4.4;7.335;9.029199;2.91;52.5;0.8;0.4625;4.136726;0.775;6.931811;4.9015303;0.013274146;0.94183236;0.9594399;75.33441;1.2903225;6.931811;1.0968705;1.0968705;52.0;45.0;26.0;18.0;10.0;5.0;3.1902196;3.1902196;11.428572;1.75;2.0;1.0;2
98;8;139;7;402;91;60;35;74.40737;0.89;4.8;5.9036727;7.908726;3.41;56.12244897959183;0.9285714;0.35714287;3.535534;0.6122449;6.0609155;4.285714;0.023338627;0.89299315;0.92567796;42.84742;1.6333333;6.0609155;3.2635453;3.2635453;79.0;54.0;29.0;25.0;17.0;15.0;7.300067;7.300067;12.25;2.6666667;5.0;0.0;2
95;7;119;2;346;81;64;37;87.08737;1.28;5.2000003;3.4345274;6.0791497;-0.8;40.0;0.85263157;0.38947368;3.79612;0.67368424;6.5662613;4.643048;0.01904705;0.91326207;0.9401493;52.501568;1.484375;6.5662613;4.185803;4.185803;75.0;62.0;34.0;27.0;12.0;4.0;5.084413;5.084413;13.571428;1.1666666;1.0;0.0;2
86;8;108;3;312;73;61;36;89.68189;0.11;4.0;2.7786055;6.2581;-2.3;39.53488372093023;0.8488372;0.41860464;3.88198;0.7093023;6.5777993;4.6512065;0.017311113;0.9228903;0.94628423;57.76636;1.409836;6.5777993;3.285071;3.285071;65.0;57.0;35.0;21.0;18.0;15.0;3.614687;3.614687;10.75;1.3333334;2.0;1.0;2
59;4;73;3;217;48;45;33;87.18918;1.67;5.6;3.8196604;7.908726;-0.3;44.06779661016949;0.8135593;0.55932206;4.296234;0.7627119;5.858501;4.1425858;0.016291944;0.93356895;0.9510916;61.380024;1.3111111;5.858501;1.2268698;1.2268698;40.0;33.0;12.0;13.0;4.0;12.0;2.0206084;2.0206084;14.75;2.0;1.0;1.0;2
49;3;70;6;219;35;39;25;69.39952;2.45;6.4;8.667753;11.208143;5.41;48.97959183673469;0.71428573;0.5102041;3.5714285;0.79591835;5.571429;3.939595;0.015070293;0.94134915;0.9555212;66.35571;1.2564102;5.571429;3.7448792;3.7448792;24.0;21.0;18.0;12.0;11.0;2.0;2.5611582;2.5611582;16.333334;3.0;0.0;1.0;2
47;2;77;7;225;29;39;28;44.382496;5.18;9.2;11.089361;13.816669;8.91;44.680851063829785;0.61702126;0.59574467;4.08422;0.82978725;5.6887345;4.022543;0.0125870565;0.95153797;0.96315163;79.44669;1.2051282;5.6887345;2.2576265;2.2576265;25.0;24.0;25.0;21.0;12.0;10.0;1.6714616;1.6714616;23.5;2.0;2.0;0.0;2
140;7;194;13;613;117;99;62;69.30357;4.01;8.0;8.466001;10.65028;7.41;53.57142857142857;0.8357143;0.44285715;5.2399564;0.70714283;8.367027;5.916382;0.014190213;0.92987704;0.9544952;70.47111;1.4141414;8.367027;3.2767367;3.2767367;88.0;85.0;58.0;43.0;33.0;16.0;5.3895025;5.3895025;20.0;7.0;3.0;1.0;3
95;6;133;8;415;80;71;49;72.324165;2.06;6.0;8.016842;9.725611;4.91;50.526315789473685;0.84210527;0.51578945;5.027294;0.7473684;7.2844462;5.1508813;0.01404185;0.9360551;0.9564104;71.21568;1.3380282;7.2844462;3.7710116;3.7710116;57.0;53.0;34.0;26.0;21.0;19.0;4.6531515;4.6531515;15.833333;3.0;6.0;1.0;3
84;3;111;5;357;62;65;44;66.62215;7.13;11.2;8.132857;10.504224;11.41;44.047619047619044;0.7380952;0.52380955;4.8007936;0.77380955;7.0920815;5.0148587;0.013061723;0.9421259;0.959951;76.559586;1.2923077;7.0920815;2.9378593;2.9378593;44.0;45.0;32.0;25.0;14.0;8.0;1.7099016;1.7099016;28.0;3.0;5.0;0.0;3
61;3;94;12;299;51;51;32;55.829456;4.01;8.0;11.565902;14.554592;7.41;60.65573770491803;0.8360656;0.52459013;4.0971804;0.8360656;6.529881;4.617323;0.010595019;0.9564452;0.9684984;94.38397;1.1960784;6.529881;1.4332016;1.4332016;36.0;39.0;23.0;18.0;8.0;7.0;2.2803311;2.2803311;20.333334;3.0;1.0;0.0;3
106;10;180;22;515;82;79;53;52.415623;0.11;4.0;9.9754715;11.602472;2.41;55.660377358490564;0.7735849;0.5;5.147815;0.745283;7.673158;5.425742;0.013518291;0.93695825;0.9577098;73.973854;1.3417722;7.673158;2.3773491;2.3773491;58.0;51.0;42.0;28.0;22.0;11.0;2.790165;2.790165;10.6;5.0;5.0;0.0;3
80;3;116;7;366;70;63;38;57.09833;6.35;10.400001;9.990998;11.855464;10.41;53.75;0.875;0.475;4.248529;0.7875;7.043614;4.9805875;0.012440889;0.9454837;0.9620587;80.38011;1.2698413;7.043614;2.5695426;2.5695426;50.0;53.0;32.0;25.0;18.0;12.0;2.8430846;2.8430846;26.666666;1.5;0.0;1.0;3
99;4;149;13;468;83;74;43;54.386475;5.57;9.6;10.800404;13.078686;9.41;52.52525252525253;0.83838385;0.43434343;4.3216624;0.74747473;7.4372797;5.258951;0.013784182;0.93666005;0.95709175;72.54692;1.3378378;7.4372797;3.3921037;3.3921037;56.0;61.0;35.0;38.0;18.0;13.0;3.161127;3.161127;24.75;2.0;0.0;0.0;3
115;10;162;14;511;96;84;54;75.98685;0.5;4.4;7.7537384;9.888513;2.91;53.91304347826087;0.8347826;0.4695652;5.035526;0.7304348;7.83304;5.538796;0.013951764;0.9337998;0.9560117;71.67552;1.3690476;7.83304;3.264835;3.264835;65.0;68.0;47.0;33.0;20.0;13.0;4.9378877;4.9378877;11.5;3.3333333;3.0;0.0;3
91;5;118;9;365;72;65;38;78.6609;3.23;7.2000003;6.158242;10.793553;6.41;53.84615384615385;0.7912088;0.41758242;3.9834824;0.71428573;6.8138514;4.8181205;0.016536007;0.9254084;0.9485425;60.474094;1.4;6.8138514;4.3425484;4.3425484;53.0;42.0;37.0;25.0;12.0;7.0;4.063036;4.063036;18.2;1.6666666;1.0;2.0;3
168;7;244;20;727;147;105;63;59.603577;5.57;9.6;8.411667;12.457975;9.41;55.952380952380956;0.875;0.375;4.8605556;0.625;8.100925;5.7282195;0.017901486;0.90827346;0.94111747;55.861286;1.6;8.100925;7.1924763;7.1924763;86.0;100.0;70.0;57.0;37.0;17.0;10.050831;10.050831;24.0;2.3333333;2.0;0.0;3
88;5;123;8;347;78;64;38;70.723274;2.84;6.8;5.7040906;10.355216;1.2;46.590909090909086;0.8863636;0.4318182;4.0508137;0.72727275;6.822423;4.8241816;0.015885716;0.9288743;0.9507802;62.94963;1.375;6.822423;3.5816855;3.5816855;59.0;49.0;36.0;24.0;12.0;18.0;6.4233313;6.4233313;17.6;5.0;2.0;0.0;3
64;5;94;8;300;51;55;34;69.58675;0.89;4.8;9.45;10.355216;3.41;64.0625;0.796875;0.53125;4.25;0.859375;6.875;4.861359;0.00876198;0.9635599;0.973955;114.12946;1.1636363;6.875;1.8583676;1.8583676;33.0;33.0;23.0;21.0;11.0;8.0;2.1970608;2.1970608;12.8;2.5;2.0;0.0;3
183;12;271;27;826;145;109;75;66.07429;2.06;6.0;8.799346;10.793553;4.91;60.10928961748634;0.79234976;0.40983605;5.5441594;0.59562844;8.057512;5.697521;0.019092197;0.90053946;0.93652683;52.37742;1.678899;8.057512;4.6747947;4.6747947;103.0;93.0;61.0;50.0;38.0;22.0;7.2480507;7.2480507;15.25;4.0;3.0;1.0;3
77;4;129;18;368;68;61;37;45.56378;3.62;7.6;10.764154;14.836746;6.91;57.14285714285714;0.8831169;0.48051947;4.2165413;0.7922078;6.9515953;4.91552;0.0123449005;0.94637614;0.9624748;81.005104;1.2622951;6.9515953;6.3636346;6.3636346;48.0;46.0;32.0;22.0;19.0;7.0;4.0881114;4.0881114;19.25;4.0;0.0;0.0;3
113;7;147;7;455;100;76;47;80.395134;2.45;6.4;6.0424786;8.648137;5.41;51.32743362831859;0.88495576;0.4159292;4.421388;0.67256635;7.1494784;5.0554447;0.017748836;0.91609436;0.9435835;56.34172;1.4868422;7.1494784;5.753724;5.753724;79.0;74.0;42.0;34.0;14.0;12.0;5.2941365;5.2941365;16.142857;1.75;3.0;0.0;3
93;6;123;9;377;78;65;43;79.21217;2.06;6.0;6.1264515;10.125756;4.91;49.46236559139785;0.83870965;0.4623656;4.4588923;0.6989247;6.740186;4.7660313;0.017435953;0.9209698;0.9455249;57.352757;1.4307692;6.740186;3.9554126;3.9554126;60.0;60.0;36.0;31.0;18.0;13.0;3.9377942;3.9377942;15.5;1.5;2.0;0.0;3
116;6;150;12;468;99;80;52;77.81512;3.62;7.6;6.3917255;11.208143;6.91;50.86206896551724;0.8534483;0.44827586;4.8280787;0.6896552;7.4278135;5.2522573;0.016443325;0.9218352;0.94779086;60.814953;1.45;7.4278135;3.7201097;3.7201097;73.0;66.0;40.0;26.0;24.0;14.0;2.7579837;2.7579837;19.333334;6.0;2.0;0.0;3
103;6;171;16;506;69;76;52;48.95841;2.84;6.8;11.361942;12.457975;5.91;44.66019417475729;0.6699029;0.5048544;5.123712;0.7378641;7.4885025;5.295171;0.014152028;0.9344092;0.95576304;70.66125;1.3552631;7.4885025;2.6945565;2.6945565;47.0;46.0;34.0;20.0;12.0;10.0;1.8470498;1.8470498;17.166666;3.0;7.0;2.0;3
111;4;174;21;507;88;77;52;46.052532;6.74;10.8;9.99063;15.774803;10.91;49.549549549549546;0.7927928;0.46846846;4.9356217;0.6936937;7.3085165;5.1679015;0.016489185;0.9223437;0.947833;60.64581;1.4415585;7.3085165;3.0140173;3.0140173;58.0;65.0;42.0;29.0;14.0;13.0;4.0234385;4.0234385;27.75;0.8;1.0;0.0;3
80;5;113;10;326;71;63;31;71.097496;2.45;6.4;6.3109984;11.208143;5.41;50.0;0.8875;0.3875;3.4659054;0.7875;7.043614;4.9805875;0.012440889;0.9454837;0.9620587;80.38011;1.2698413;7.043614;3.59996;3.59996;55.0;54.0;37.0;32.0;16.0;9.0;2.3898087;2.3898087;16.0;1.6666666;0.0;1.0;3
97;2;139;15;418;76;73;49;36.37657;14.93;19.2;8.928248;18.7741;21.41;49.48453608247423;0.78350514;0.5051546;4.9751964;0.7525773;7.412027;5.2410946;0.013582368;0.9378646;0.95781136;73.62486;1.3287672;7.412027;4.2311068;4.2311068;50.0;54.0;34.0;28.0;10.0;14.0;3.4453998;3.4453998;48.5;1.0;2.0;1.0;3
67;6;88;3;257;47;49;33;84.384415;0.5;4.4;4.103881;7.1686215;-1.8;44.776119402985074;0.70149255;0.49253732;4.031592;0.73134327;5.986303;4.2329555;0.017696958;0.92558974;0.9461606;56.506886;1.3673469;5.986303;2.1597698;2.1597698;38.0;34.0;24.0;18.0;16.0;7.0;1.4313357;1.4313357;11.166667;1.5;1.0;0.0;3
94;6;143;18;434;73;70;48;62.233334;2.06;6.0;9.458723;13.023867;4.91;59.57446808510638;0.7765958;0.5106383;4.950822;0.7446808;7.219949;5.1052747;0.014281866;0.93511325;0.95567834;70.01886;1.3428571;7.219949;2.3576236;2.3576236;49.0;50.0;35.0;29.0;17.0;15.0;2.4008105;2.4008105;15.666667;2.0;1.0;0.0;3
101;5;139;8;400;85;69;42;69.9023;4.01;8.0;6.0217824;10.355216;2.7;52.475247524752476;0.84158415;0.41584158;4.1791563;0.6831683;6.8657565;4.854823;0.017888539;0.91744226;0.9436582;55.90172;1.4637681;6.8657565;3.6190348;3.6190348;61.0;58.0;30.0;16.0;19.0;8.0;3.92753;3.92753;20.2;2.5;2.0;0.0;3
64;5;116;19;345;48;53;35;40.5055;0.89;4.8;13.584375;14.265292;8.12;51.5625;0.75;0.546875;4.375;0.828125;6.625;4.684582;0.01090355;0.9546534;0.96743935;91.71325;1.2075472;6.625;2.3127456;2.3127456;30.0;30.0;20.0;10.0;11.0;10.0;1.3643222;1.3643222;12.8;2.5;0.0;1.0;3
114;5;152;9;446;88;73;43;70.893;4.79;8.8;5.905966;10.793553;3.7;56.14035087719298;0.7719298;0.37719297;4.027319;0.6403509;6.837076;4.834543;0.019871052;0.90588677;0.93644625;50.324463;1.5616438;6.837076;3.0140507;3.0140507;72.0;66.0;46.0;25.0;21.0;10.0;3.6438797;3.6438797;22.8;1.6666666;0.0;0.0;3
97;5;131;6;368;86;70;40;72.89039;3.62;7.6;4.9818554;9.3871;2.2;48.45360824742268;0.88659793;0.41237113;4.0613847;0.72164947;7.1074233;5.0257072;0.01558754;0.9286915;0.95134723;64.1538;1.3857143;7.1074233;4.1992846;4.1992846;63.0;64.0;40.0;27.0;24.0;12.0;6.921233;6.921233;19.4;1.6666666;3.0;1.0;3
83;5;110;10;348;69;61;29;77.865524;2.45;6.4;7.0703607;11.208143;5.41;48.19277108433735;0.8313253;0.3493976;3.1831636;0.73493975;6.69562;4.734518;0.015772013;0.93030596;0.9513811;63.403446;1.3606558;6.69562;2.226974;2.226974;51.0;45.0;35.0;24.0;16.0;10.0;3.4744556;3.4744556;16.6;2.5;1.0;1.0;3
76;5;124;16;363;63;55;33;53.375423;2.06;6.0;10.337367;13.3483715;4.91;51.31578947368421;0.82894737;0.43421054;3.7853596;0.7236842;6.308933;4.461089;0.017243179;0.9253244;0.9470499;57.993946;1.3818182;6.308933;4.1204653;4.1204653;41.0;38.0;31.0;23.0;16.0;7.0;2.3175387;2.3175387;15.2;5.0;2.0;0.0;3
184;15;219;7;659;161;89;52;93.69194;0.89;4.8;2.8463035;7.0316486;-1.3;41.30434782608695;0.875;0.2826087;3.8334908;0.48369566;6.5611672;4.639446;0.026706548;0.8607271;0.9091884;37.444;2.0674157;6.5611672;9.240586;9.240586;149.0;114.0;83.0;59.0;33.0;26.0;10.599352;10.599352;12.266666;2.142857;11.0;1.0;3
150;12;193;10;553;121;73;42;85.2955;0.89;4.8;3.509601;7.7935376;-1.3;44.0;0.8066667;0.28;3.4292855;0.48666668;5.960425;4.214657;0.028684875;0.85627055;0.90371525;34.861576;2.0547945;5.960425;6.2028317;6.2028317;114.0;85.0;67.0;28.0;35.0;26.0;8.1412735;8.1412735;12.5;1.7142857;4.0;1.0;3
92;4;121;8;354;77;68;39;72.22261;5.18;9.2;5.53826;10.934197;4.2;47.82608695652174;0.8369565;0.42391303;4.066031;0.73913044;7.08949;5.0130267;0.014783939;0.9331502;0.9541462;67.64097;1.3529412;7.08949;3.2660222;3.2660222;67.0;53.0;32.0;14.0;13.0;12.0;3.3041623;3.3041623;23.0;0.6666667;1.0;0.0;3
111;9;134;7;403;92;79;43;92.186935;0.89;4.8;3.1481092;7.908726;-1.3;42.34234234234234;0.8288288;0.3873874;4.0813794;0.7117117;7.498348;5.3021326;0.015333063;0.9277885;0.95163137;65.218544;1.4050633;7.498348;2.3703256;2.3703256;82.0;55.0;38.0;24.0;14.0;10.0;4.4716578;4.4716578;12.333333;1.5;2.0;1.0;3
55;5;70;5;209;39;45;27;87.99728;0.5;4.4;3.853091;8.841846;-1.8;40.0;0.7090909;0.4909091;3.6406794;0.8181818;6.0677986;4.2905817;0.012496059;0.9499241;0.962991;80.02523;1.2222222;6.0677986;0.75678736;0.75678736;39.0;23.0;10.0;8.0;2.0;6.0;2.7918375;2.7918375;11.0;1.25;6.0;0.0;3
111;12;132;4;387;101;78;41;96.84084;-0.28;3.6000001;1.5005406;6.0791497;-2.8;48.64864864864865;0.9099099;0.36936936;3.8915477;0.7027027;7.4034324;5.2350173;0.015907418;0.9250835;0.94974715;62.86375;1.4230769;7.4034324;3.1927152;3.1927152;93.0;61.0;36.0;27.0;6.0;15.0;5.175724;5.175724;9.25;2.0;16.0;0.0;3
106;6;166;20;516;85;81;53;56.41654;2.84;6.8;11.147926;13.5591;5.91;63.20754716981132;0.8018868;0.5;5.147815;0.7641509;7.8674154;5.5631027;0.012368682;0.9423194;0.96141523;80.84936;1.308642;7.8674154;4.2756786;4.2756786;58.0;66.0;51.0;26.0;15.0;11.0;5.3249393;5.3249393;17.666666;6.0;0.0;1.0;3
155;12;210;13;595;135;93;55;79.105225;0.89;4.8;4.48;8.447377;-1.3;47.096774193548384;0.87096775;0.3548387;4.4177065;0.6;7.4699397;5.282045;0.020082673;0.89871454;0.93400234;49.794167;1.6666666;7.4699397;3.5686486;3.5686486;124.0;80.0;55.0;33.0;11.0;19.0;5.158487;5.158487;12.916667;4.0;0.0;0.0;3
139;8;251;34;706;122;92;62;36.43247;2.84;6.8;12.361728;13.662884;10.62;59.71223021582733;0.8776978;0.44604316;5.2587714;0.6618705;7.803338;5.517793;0.016948737;0.9163669;0.9452851;59.001446;1.5108696;7.803338;7.45962;7.45962;74.0;76.0;70.0;64.0;36.0;19.0;6.0234723;6.0234723;17.375;8.0;0.0;1.0;3
100;6;179;26;514;78;61;41;38.484337;2.45;6.4;12.6472;15.02113;10.12;55.00000000000001;0.78;0.41;4.1;0.61;6.1;4.313351;0.023307517;0.8926649;0.9256512;42.904613;1.6393442;6.1;5.0454497;5.0454497;44.0;50.0;48.0;33.0;27.0;14.0;4.0912127;4.0912127;16.666666;6.0;1.0;5.0;3
119;4;186;18;586;75;94;71;44.406815;7.52;11.6;12.1603365;14.836746;11.91;47.05882352941176;0.6302521;0.5966387;6.508559;0.789916;8.616966;6.093115;0.01032524;0.9506544;0.9676494;96.850044;1.2659575;8.616966;4.016322;4.016322;56.0;49.0;36.0;27.0;19.0;9.0;4.1827235;4.1827235;29.75;1.3333334;4.0;1.0;3
72;4;96;8;291;60;56;38;75.765;3.23;7.2000003;6.3205547;10.934197;6.41;48.61111111111111;0.8333333;0.5277778;4.478343;0.7777778;6.5996633;4.6666665;0.013740633;0.9412359;0.9583247;72.776855;1.2857143;6.5996633;2.001691;2.001691;42.0;40.0;29.0;26.0;11.0;10.0;2.9878051;2.9878051;18.0;4.0;2.0;1.0;3
96;6;164;24;489;69;74;49;46.069996;2.45;6.4;12.30125;14.554592;10.12;54.166666666666664;0.71875;0.5104167;5.0010414;0.7708333;7.552593;5.34049;0.012493624;0.94297475;0.9613273;80.040825;1.2972972;7.552593;3.9235284;3.9235284;47.0;44.0;41.0;26.0;22.0;7.0;4.014061;4.014061;16.0;6.0;1.0;1.0;3
133;7;195;12;596;122;94;61;63.512405;3.62;7.6;8.991579;10.355216;6.91;52.63157894736842;0.91729325;0.45864663;5.289371;0.7067669;8.150834;5.7635098;0.014511682;0.9290328;0.95362383;68.909996;1.4148936;8.150834;6.247239;6.247239;91.0;70.0;58.0;38.0;31.0;16.0;6.3408737;6.3408737;19.0;7.0;0.0;0.0;3
214;11;319;26;922;178;114;75;60.979286;3.62;7.6;8.011963;10.65028;6.91;51.4018691588785;0.8317757;0.3504673;5.1268945;0.53271025;7.7928796;5.510398;0.021872062;0.88263506;0.92569184;45.720425;1.877193;7.7928796;7.668622;7.668622;137.0;115.0;74.0;68.0;38.0;26.0;8.416824;8.416824;19.454546;5.5;9.0;0.0;4
165;7;212;12;647;140;99;58;74.21182;5.18;9.2;6.00097;10.355216;4.2;49.696969696969695;0.8484849;0.35151514;4.515294;0.6;7.7071395;5.4497705;0.019593874;0.89995474;0.9353469;51.036358;1.6666666;7.7071395;7.5583744;7.5583744;112.0;87.0;59.0;42.0;20.0;13.0;5.5991564;5.5991564;23.571428;3.5;2.0;0.0;4
172;7;245;15;721;148;108;68;61.38919;5.57;9.6;7.6434894;11.208143;9.41;46.51162790697674;0.8604651;0.39534885;5.1849513;0.627907;8.234922;5.82297;0.017563066;0.90959424;0.942169;56.93767;1.5925926;8.234922;6.2324924;6.2324924;110.0;94.0;76.0;52.0;31.0;19.0;7.2062273;7.2062273;24.571428;7.0;5.0;3.0;4
221;13;315;18;958;190;136;88;68.99629;2.84;6.8;7.9476924;9.3871;5.91;51.58371040723983;0.8597285;0.39819005;5.9195204;0.61538464;9.14835;6.46886;0.016661124;0.9100605;0.9441039;60.019962;1.625;9.14835;6.0347543;6.0347543;126.0;127.0;93.0;55.0;32.0;24.0;5.271858;5.271858;17.0;1.8571428;6.0;1.0;4
153;4;234;21;694;116;111;72;38.623013;11.03;15.2;10.097517;15.774803;16.41;56.209150326797385;0.75816995;0.47058824;5.820855;0.7254902;8.973818;6.3454475;0.01268144;0.9362068;0.95919615;78.8554;1.3783784;8.973818;5.5507045;5.5507045;84.0;82.0;52.0;40.0;31.0;18.0;5.888014;5.888014;38.25;1.3333334;12.0;4.0;4
207;13;281;16;863;164;125;85;75.8296;2.06;6.0;6.855265;9.029199;4.91;49.275362318840585;0.79227054;0.41062802;5.9079084;0.6038647;8.688101;6.143415;0.017737078;0.90541315;0.9406379;56.379074;1.656;8.688101;5.4378653;5.4378653;125.0;121.0;75.0;38.0;28.0;25.0;8.315439;8.315439;15.923077;6.5;1.0;0.0;4
244;11;345;27;1047;186;137;87;64.7016;4.79;8.8;8.096558;10.793553;8.41;51.229508196721305;0.76229507;0.35655737;5.5696044;0.5614754;8.770526;6.201699;0.019100236;0.8950028;0.93491006;52.355377;1.781022;8.770526;10.115027;10.115027;134.0;144.0;91.0;60.0;51.0;28.0;10.275203;10.275203;22.181818;1.2222222;18.0;3.0;4
118;5;191;20;566;86;85;52;45.943707;5.18;9.2;11.149832;14.554592;8.91;58.47457627118644;0.7288136;0.44067797;4.786988;0.720339;7.8248844;5.5330286;0.014413074;0.9312398;0.9544071;69.381454;1.3882353;7.8248844;6.12478;6.12478;62.0;66.0;46.0;32.0;32.0;10.0;2.9598207;2.9598207;23.6;1.6666666;7.0;1.0;4
140;6;206;16;606;101;100;74;58.668816;5.18;9.2;8.383427;12.457975;8.91;49.28571428571429;0.7214286;0.5285714;6.2541413;0.71428573;8.451543;5.976143;0.013778648;0.9319109;0.95586264;72.576065;1.4;8.451543;2.259717;2.259717;76.0;63.0;56.0;32.0;22.0;20.0;3.7000265;3.7000265;23.333334;1.2;4.0;3.0;4
91;7;163;20;476;63;67;47;42.10374;1.28;5.2000003;12.679998;12.457975;8.62;56.043956043956044;0.6923077;0.51648355;4.9269385;0.73626375;7.0235085;4.9663706;0.015046643;0.9321267;0.9533441;66.46001;1.358209;7.0235085;2.7587242;2.7587242;44.0;38.0;34.0;20.0;15.0;7.0;4.852445;4.852445;13.0;3.5;1.0;0.0;4
132;6;189;18;566;109;82;48;63.373188;4.79;8.8;8.067274;13.023867;8.41;53.03030303030303;0.82575756;0.36363637;4.1778636;0.6212121;7.1371837;5.046751;0.01996844;0.90249807;0.9353046;50.07902;1.6097561;7.1371837;5.585735;5.585735;69.0;73.0;54.0;41.0;17.0;18.0;5.20602;5.20602;22.0;1.5;0.0;0.0;4
173;7;233;18;742;138;114;75;67.80896;5.57;9.6;8.221734;11.979248;9.41;55.49132947976878;0.7976879;0.433526;5.7021446;0.6589595;8.667259;6.128678;0.015705928;0.9190628;0.94852465;63.670223;1.5175439;8.667259;7.3278303;7.3278303;97.0;98.0;62.0;36.0;37.0;19.0;6.2846;6.2846;24.714285;1.75;5.0;4.0;4
179;11;267;22;820;143;121;84;64.12712;2.45;6.4;9.317318;10.04758;5.41;58.10055865921788;0.79888266;0.46927375;6.278455;0.67597765;9.043964;6.3950486;0.014552591;0.9245101;0.9523206;68.716286;1.4793389;9.043964;9.099632;9.099632;99.0;92.0;64.0;38.0;35.0;17.0;6.796114;6.796114;16.272728;2.75;5.0;1.0;4
507;21;675;48;2028;457;212;131;69.69687;5.57;9.6;6.4939647;10.355216;9.41;46.15384615384615;0.90138066;0.25838265;5.8179145;0.41814595;9.415251;6.6575875;0.02247556;0.86001074;0.91755104;44.492775;2.3915095;9.415251;21.27453;21.27453;383.0;318.0;193.0;123.0;72.0;52.0;23.444817;23.444817;24.142857;2.3333333;10.0;1.0;4
172;14;246;16;751;155;99;68;73.367325;0.89;4.8;7.464418;9.029199;3.41;48.837209302325576;0.9011628;0.39534885;5.1849513;0.5755814;7.5486794;5.3377223;0.020846922;0.8926906;0.93072045;47.96871;1.7373737;7.5486794;7.3454022;7.3454022;132.0;101.0;71.0;44.0;33.0;17.0;8.056845;8.056845;12.285714;1.4;13.0;0.0;4
137;9;215;22;650;112;90;66;58.61802;2.06;6.0;10.153284;11.602472;4.91;62.77372262773723;0.81751823;0.48175183;5.6387606;0.6569343;7.689219;5.437099;0.017357992;0.914599;0.94397205;57.610348;1.5222223;7.689219;4.277569;4.277569;85.0;90.0;56.0;37.0;21.0;17.0;5.378356;5.378356;15.222222;2.25;16.0;0.0;4
