level;total_words;total_sentences;total_syllables;complex_words;letter_count;common_words;total_different_words;different_advanced_words;flesch_reading_ease;flesch_kinkaid;gunning_fog;coleman_liau;smog_grade;automated_readibility_index;lexical_density;beyond_2000;advanced_ttr;advanced_guiraud;ttr;rttr;cttr;m;h;s;u;mwf;r;bigram_model;bigram_perplexety;a1_words;a2_words;b1_words;b2_words;c1_words;c2_words;bigram_model_reverse;bigram_perplexety_reverse;words_per_sentence;sentences_per_paragraph;simple_errors_per_word;complex_errors_per_word
0;38;1;54;4;159;33;32;18;48.043953;11.03;15.2;8.024209;14.554592;16.41;55.26315789473685;0.8684211;0.47368422;2.9199855;0.84210527;5.1910853;3.6706517;0.012987441;0.95275706;0.9625226;76.99746;1.1875;5.1910853;0.6958808;0.6958808;30.0;26.0;15.0;6.0;2.0;6.0;1.1316311;1.1316311;38.0;1.0;0.0;0.0
0;35;2;46;4;151;22;31;22;77.88393;2.84;6.8;7.8765726;11.208143;5.91;48.57142857142857;0.62857145;0.62857145;3.7186787;0.8857143;5.2399564;3.7052088;0.009600954;0.96586525;0.9726195;104.15632;1.1290323;5.2399564;0.43635994;0.43635994;15.0;16.0;10.0;6.0;3.0;3.0;0.5682532;0.5682532;17.5;2.0;5.0;1.0
0;38;2;47;3;153;33;36;21;82.913155;3.62;7.6;6.316841;10.125756;6.91;44.73684210526316;0.8684211;0.55263156;3.4066498;0.94736844;5.839971;4.129483;0.0040860856;0.9851365;0.9884033;244.733;1.0555556;5.839971;1.0598967;1.0598967;25.0;24.0;14.0;10.0;5.0;6.0;0.700575;0.700575;19.0;2.0;0.0;0.0
0;37;2;38;0;136;26;32;20;101.17101;3.23;7.2000003;4.2129726;3.1291;1.7;56.75675675675676;0.7027027;0.5405405;3.2879798;0.8648649;5.2607675;3.7199244;0.011134676;0.9597936;0.96803874;89.80953;1.15625;5.2607675;1.0663601;1.0663601;22.0;20.0;8.0;7.0;4.0;3.0;0.63628906;0.63628906;18.5;1.0;7.0;0.0
0;27;3;37;2;117;20;26;20;81.76666;-0.28;3.6000001;6.3911114;7.7935376;1.91;40.74074074074074;0.7407407;0.7407407;3.849002;0.962963;5.003702;3.5381517;0.0034743554;0.9885491;0.99034345;287.82315;1.0384616;5.003702;0.17297772;0.17297772;15.0;11.0;9.0;8.0;5.0;4.0;0.72652286;0.72652286;9.0;3.0;0.0;0.0
0;28;3;43;3;128;17;24;15;67.44024;-0.28;3.6000001;7.908573;8.841846;1.91;50.0;0.60714287;0.53571427;2.8347335;0.85714287;4.5355735;3.207135;0.013882962;0.9537391;0.96064824;72.03074;1.1666666;4.5355735;0.31533614;0.31533614;11.0;13.0;10.0;7.0;7.0;3.0;0.58379614;0.58379614;9.333333;1.5;0.0;1.0
0;31;2;43;2;131;24;28;18;73.75411;2.06;6.0;7.1380634;8.841846;4.91;58.06451612903226;0.7741935;0.58064514;3.2328954;0.9032258;5.0289483;3.5560036;0.008631308;0.9703602;0.97561204;115.8573;1.1071428;5.0289483;0.56335664;0.56335664;21.0;19.0;10.0;8.0;2.0;3.0;0.53875476;0.53875476;15.5;2.0;1.0;0.0
0;32;1;39;0;126;25;28;13;71.24875;8.69;12.8;6.4275;3.1291;8.7;40.625;0.78125;0.40625;2.2980971;0.875;4.9497476;3.5;0.011117124;0.96147096;0.9683884;89.951324;1.1428572;4.9497476;0.7485266;0.7485266;16.0;19.0;10.0;9.0;6.0;3.0;0.78076345;0.78076345;32.0;1.0;3.0;0.0
0;31;3;48;3;134;24;28;20;65.35312;0.11;4.0;6.7522597;8.841846;2.41;54.83870967741935;0.7741935;0.6451613;3.592106;0.9032258;5.0289483;3.5560036;0.008631308;0.9703602;0.97561204;115.8573;1.1071428;5.0289483;1.0277963;1.0277963;20.0;12.0;8.0;6.0;3.0;3.0;0.8702044;0.8702044;10.333333;3.0;0.0;0.0
0;30;1;44;5;135;28;28;19;52.304996;7.91;12.0;9.673333;15.903189;12.41;50.0;0.93333334;0.6333333;3.4689095;0.93333334;5.112077;3.6147845;0.00596404;0.9797151;0.9832587;167.67159;1.0714285;5.112077;0.8510417;0.8510417;23.0;20.0;14.0;12.0;7.0;4.0;1.4542327;1.4542327;30.0;1.0;0.0;0.0
0;33;2;54;5;153;24;28;16;51.65114;2.45;6.4;9.667878;12.161745;5.41;51.515151515151516;0.72727275;0.4848485;2.7852426;0.8484849;4.8741746;3.4465618;0.013439301;0.95300937;0.9615499;74.40863;1.1785715;4.8741746;1.5613854;1.5613854;15.0;14.0;14.0;10.0;7.0;5.0;1.4777873;1.4777873;16.5;2.0;1.0;0.0
0;32;1;44;3;138;29;32;16;58.03;8.69;12.8;8.6325;13.023867;13.41;46.875;0.90625;0.5;2.828427;1.0;5.656854;4.0;0.0;1.0;1.0;Infinity;1.0;5.656854;0.9783164;0.9783164;22.0;21.0;17.0;12.0;4.0;6.0;0.6711754;0.6711754;32.0;1.0;0.0;1.0
0;31;4;47;6;136;26;25;19;70.70424;-1.06;2.8;6.176775;9.888513;0.91;51.61290322580645;0.83870965;0.61290324;3.4125006;0.8064516;4.4901323;3.1750033;0.018241731;0.93735814;0.9475653;54.81936;1.24;4.4901323;0.64669454;0.64669454;16.0;20.0;6.0;10.0;6.0;6.0;0.8318208;0.8318208;7.75;4.0;5.0;1.0
0;33;1;48;4;148;29;28;17;50.28545;9.08;13.2;9.673941;14.554592;13.91;54.54545454545454;0.8787879;0.5151515;2.95932;0.8484849;4.8741746;3.4465618;0.013439301;0.95300937;0.9615499;74.40863;1.1785715;4.8741746;0.6082909;0.6082909;19.0;15.0;17.0;13.0;5.0;6.0;1.1544852;1.1544852;33.0;1.0;0.0;0.0
0;36;1;49;3;165;31;32;19;55.144997;10.25;14.400001;10.327778;13.023867;15.41;55.55555555555556;0.8611111;0.5277778;3.1666667;0.8888889;5.3333335;3.7712362;0.009171985;0.96713203;0.9738157;109.02766;1.125;5.3333335;1.8439131;1.8439131;22.0;23.0;14.0;14.0;5.0;3.0;1.8605005;1.8605005;36.0;1.0;4.0;0.0
0;40;2;53;2;149;34;34;21;74.439995;4.01;8.0;4.623;8.841846;2.7;50.0;0.85;0.525;3.3203917;0.85;5.375872;3.8013155;0.011943044;0.9559435;0.96548253;83.73075;1.1764706;5.375872;0.42392015;0.42392015;26.0;26.0;16.0;11.0;6.0;5.0;0.84595245;0.84595245;20.0;2.0;1.0;1.0
0;38;1;51;2;171;35;34;16;54.722893;11.03;15.2;9.881053;11.208143;16.41;50.0;0.92105263;0.42105263;2.5955427;0.8947368;5.515528;3.9000676;0.008405786;0.96942323;0.97595173;118.965675;1.117647;5.515528;1.9036473;1.9036473;24.0;20.0;14.0;11.0;10.0;8.0;1.6132507;1.6132507;38.0;1.0;4.0;0.0
0;34;2;51;3;137;32;27;10;62.68;2.84;6.8;6.151766;10.125756;5.91;50.0;0.9411765;0.29411766;1.7149858;0.7941176;4.6304617;3.274231;0.018537967;0.9346284;0.94635564;53.94335;1.2592592;4.6304617;1.6280789;1.6280789;23.0;23.0;19.0;13.0;9.0;5.0;1.5623126;1.5623126;17.0;2.0;1.0;0.0
0;32;2;39;2;130;25;27;15;87.48875;2.45;6.4;6.2375;8.841846;5.41;50.0;0.78125;0.46875;2.6516504;0.84375;4.7729707;3.375;0.014144903;0.9509775;0.9595592;70.69684;1.1851852;4.7729707;0.8931722;0.8931722;18.0;19.0;10.0;10.0;6.0;4.0;1.3935517;1.3935517;16.0;2.0;5.0;1.0
0;32;2;40;2;127;26;27;16;84.845;2.45;6.4;5.68625;8.841846;0.7;31.25;0.8125;0.5;2.828427;0.84375;4.7729707;3.375;0.014144903;0.9509775;0.9595592;70.69684;1.1851852;4.7729707;0.088058665;0.088058665;20.0;20.0;13.0;9.0;3.0;4.0;1.131802;1.131802;16.0;2.0;0.0;0.0
0;33;2;47;5;146;25;26;17;69.596596;2.45;6.4;8.420607;12.161745;5.41;48.484848484848484;0.75757575;0.5151515;2.95932;0.7878788;4.526019;3.2003787;0.019501023;0.93181455;0.9435825;51.27936;1.2692307;4.526019;1.3352916;1.3352916;19.0;17.0;11.0;11.0;10.0;2.0;1.3506595;1.3506595;16.5;1.0;2.0;1.0
0;29;4;40;1;127;21;27;16;82.78659;-1.06;2.8;5.867584;5.8886185;0.91;48.275862068965516;0.7241379;0.55172414;2.9711254;0.9310345;5.013774;3.5452738;0.0063022287;0.97877854;0.9823328;158.67403;1.074074;5.013774;0.6611084;0.6611084;15.0;18.0;10.0;9.0;11.0;6.0;0.84553623;0.84553623;7.25;2.0;1.0;0.0
0;32;3;52;8;160;22;25;13;58.533333;0.11;4.0;10.825;12.457975;7.12;43.75;0.6875;0.40625;2.2980971;0.78125;4.4194174;3.125;0.020552276;0.92877126;0.94054925;48.65641;1.28;4.4194174;1.6259338;1.6259338;14.0;17.0;12.0;12.0;6.0;7.0;0.55912054;0.55912054;10.666667;3.0;1.0;1.0
0;29;6;46;4;136;23;28;17;67.73606;-2.23;1.6;5.6510344;7.7935376;-0.59;41.37931034482759;0.79310346;0.5862069;3.1568208;0.9655172;5.1994696;3.6765802;0.0030948326;0.9895788;0.9913715;323.11926;1.0357143;5.1994696;0.7276215;0.7276215;22.0;18.0;12.0;11.0;5.0;4.0;1.0183222;1.0183222;4.8333335;6.0;0.0;1.0
0;36;1;49;3;165;25;32;24;55.144997;10.25;14.400001;10.327778;13.023867;15.41;50.0;0.6944444;0.6666667;4.0;0.8888889;5.3333335;3.7712362;0.009171985;0.96713203;0.9738157;109.02766;1.125;5.3333335;0.54536676;0.54536676;17.0;18.0;13.0;8.0;5.0;5.0;0.5246682;0.5246682;36.0;1.0;8.0;1.0
0;45;3;60;4;185;40;37;18;78.81;2.06;6.0;6.4;9.725611;4.91;60.0;0.8888889;0.4;2.6832817;0.82222223;5.5156345;3.9001424;0.01350831;0.9485784;0.96050817;74.02851;1.2162162;5.5156345;1.0923494;1.0923494;27.0;33.0;22.0;14.0;12.0;12.0;2.2943645;2.2943645;15.0;3.0;2.0;0.0
0;40;2;55;3;148;31;31;16;70.21;4.01;8.0;4.476;10.125756;2.7;40.0;0.775;0.4;2.529822;0.775;4.9015303;3.4659054;0.01873129;0.93090254;0.9451471;53.386604;1.2903225;4.9015303;1.5029516;1.5029516;25.0;23.0;11.0;7.0;4.0;8.0;0.93282855;0.93282855;20.0;2.0;5.0;1.0
0;28;2;33;1;104;21;24;20;92.917854;1.67;5.6;3.9257133;7.1686215;-0.3;46.42857142857143;0.75;0.71428573;3.7796447;0.85714287;4.5355735;3.207135;0.013882962;0.9537391;0.96064824;72.03074;1.1666666;4.5355735;0.20892808;0.20892808;14.0;17.0;11.0;10.0;6.0;4.0;1.1762048;1.1762048;14.0;2.0;0.0;0.0
0;33;2;40;1;133;24;29;16;87.542046;2.45;6.4;6.1042423;7.1686215;5.41;51.515151515151516;0.72727275;0.4848485;2.7852426;0.8787879;5.048252;3.5696533;0.010568978;0.9630455;0.9699188;94.61652;1.137931;5.048252;1.0460294;1.0460294;18.0;16.0;9.0;9.0;4.0;7.0;1.0258726;1.0258726;16.5;2.0;0.0;0.0
0;29;2;43;4;128;20;23;15;66.67612;1.67;5.6;8.111724;11.208143;4.41;37.93103448275862;0.6896552;0.51724136;2.78543;0.79310346;4.2709928;3.020048;0.020443438;0.9311609;0.94125473;48.915455;1.2608696;4.2709928;1.358835;1.358835;15.0;16.0;12.0;12.0;6.0;0.0;2.436742;2.436742;14.5;2.0;2.0;0.0
0;34;2;41;0;138;30;29;17;87.562355;2.84;6.8;6.324706;3.1291;5.91;47.05882352941176;0.88235295;0.5;2.9154758;0.85294116;4.973459;3.5167665;0.012791468;0.9548927;0.96337575;78.17712;1.1724138;4.973459;1.0023882;1.0023882;22.0;20.0;16.0;12.0;10.0;4.0;1.6598686;1.6598686;17.0;1.0;2.0;0.0
0;33;1;51;4;154;25;26;18;42.594547;9.08;13.2;10.74303;14.554592;13.91;54.54545454545454;0.75757575;0.54545456;3.1333978;0.7878788;4.526019;3.2003787;0.019501023;0.93181455;0.9435825;51.27936;1.2692307;4.526019;0.9366392;0.9366392;20.0;17.0;8.0;8.0;8.0;3.0;1.3559523;1.3559523;33.0;1.0;4.0;3.0
0;37;1;46;2;160;32;30;19;64.10162;10.64;14.8;8.827025;11.208143;15.91;43.24324324324324;0.8648649;0.5135135;3.1235807;0.8108108;4.9319696;3.4874291;0.01608443;0.94192046;0.9533986;62.17192;1.2333333;4.9319696;1.8148282;1.8148282;26.0;22.0;18.0;15.0;10.0;8.0;1.3375298;1.3375298;37.0;1.0;3.0;0.0
1;28;1;52;8;148;20;26;21;21.300718;7.13;11.2;14.2228565;19.287186;16.12;46.42857142857143;0.71428573;0.75;3.968627;0.9285714;4.913538;3.4743962;0.006674237;0.9777601;0.9813141;149.82986;1.0769231;4.913538;0.27717096;0.27717096;14.0;10.0;6.0;8.0;7.0;6.0;0.722106;0.722106;28.0;1.0;0.0;0.0
1;66;4;97;9;289;56;48;31;65.75114;2.45;6.4;8.153333;11.407656;5.41;51.515151515151516;0.8484849;0.46969697;3.8158362;0.72727275;5.9083915;4.1778636;0.018142197;0.9239905;0.94481885;55.120117;1.375;5.9083915;2.0217538;2.0217538;39.0;39.0;28.0;18.0;12.0;11.0;3.3007426;3.3007426;16.5;4.0;0.0;0.0
1;39;6;51;2;147;32;33;23;89.606735;-1.45;2.4;1.8092318;6.427356;-4.3;56.41025641025641;0.82051283;0.5897436;3.6829476;0.84615386;5.2842293;3.7365143;0.012446581;0.9544012;0.96405584;80.343346;1.1818181;5.2842293;0.77477527;0.77477527;21.0;21.0;16.0;13.0;10.0;4.0;0.6819984;0.6819984;6.5;6.0;3.0;0.0
1;52;3;76;9;242;41;40;26;65.59551;2.84;6.8;9.856923;13.023867;5.91;48.07692307692308;0.78846157;0.5;3.6055512;0.7692308;5.547002;3.9223228;0.016804943;0.9335996;0.9499955;59.5063;1.3;5.547002;1.0022767;1.0022767;29.0;31.0;23.0;11.0;9.0;6.0;1.2037619;1.2037619;17.333334;3.0;0.0;0.0
1;38;1;51;3;155;33;35;20;54.722893;11.03;15.2;7.4052634;13.023867;16.41;60.526315789473685;0.8684211;0.5263158;3.2444284;0.92105263;5.6777496;4.0147753;0.0062150764;0.97739214;0.9822915;160.89906;1.0857143;5.6777496;1.3606544;1.3606544;20.0;25.0;20.0;14.0;9.0;4.0;1.7932017;1.7932017;38.0;1.0;1.0;0.0
1;62;4;80;6;257;44;49;34;81.941216;2.06;6.0;6.6638703;9.888513;4.91;54.83870967741935;0.7096774;0.5483871;4.318004;0.7903226;6.2230062;4.40033;0.013814994;0.9429837;0.95858705;72.38512;1.2653061;6.2230062;2.3674288;2.3674288;33.0;30.0;22.0;15.0;15.0;6.0;1.1070946;1.1070946;15.5;4.0;2.0;0.0
1;37;2;51;3;172;32;34;15;71.446686;3.23;7.2000003;9.934054;10.125756;6.41;54.054054054054056;0.8648649;0.4054054;2.4659848;0.9189189;5.5895658;3.9524198;0.006485095;0.9765829;0.98154485;154.19975;1.0882353;5.5895658;1.0641412;1.0641412;23.0;24.0;13.0;10.0;7.0;3.0;1.6936071;1.6936071;18.5;2.0;0.0;0.0
1;66;3;86;3;257;55;48;31;74.26864;4.79;8.8;5.75091;8.841846;3.7;45.45454545454545;0.8333333;0.46969697;3.8158362;0.72727275;5.9083915;4.1778636;0.018142197;0.9239905;0.94481885;55.120117;1.375;5.9083915;3.4315705;3.4315705;45.0;42.0;26.0;18.0;18.0;10.0;4.0639753;4.0639753;22.0;3.0;3.0;1.0
1;32;4;39;1;113;25;27;16;95.60875;-0.67;3.2;1.26375;5.8886185;-3.3;50.0;0.78125;0.5;2.828427;0.84375;4.7729707;3.375;0.014144903;0.9509775;0.9595592;70.69684;1.1851852;4.7729707;1.038836;1.038836;20.0;20.0;7.0;7.0;4.0;3.0;1.2660477;1.2660477;8.0;2.0;2.0;1.0
1;51;2;64;4;206;40;37;20;74.78779;5.96;10.0;6.789804;11.208143;9.91;52.94117647058824;0.78431374;0.39215687;2.8005602;0.7254902;5.1810365;3.6635458;0.020758294;0.918382;0.937812;48.173515;1.3783784;5.1810365;0.8166892;0.8166892;29.0;25.0;19.0;9.0;5.0;6.0;2.2349956;2.2349956;25.5;2.0;2.0;0.0
1;75;4;112;12;339;55;49;29;61.46775;3.23;7.2000003;9.198934;12.688353;6.41;44.0;0.73333335;0.38666666;3.3486316;0.6533333;5.6580324;4.000833;0.022835394;0.90140843;0.92903626;43.791668;1.5306122;5.6580324;1.9334972;1.9334972;43.0;35.0;25.0;20.0;12.0;7.0;2.0063584;2.0063584;18.75;4.0;3.0;1.0
1;75;4;112;12;339;55;49;29;61.46775;3.23;7.2000003;9.198934;12.688353;6.41;44.0;0.73333335;0.38666666;3.3486316;0.6533333;5.6580324;4.000833;0.022835394;0.90140843;0.92903626;43.791668;1.5306122;5.6580324;1.9334972;1.9334972;43.0;35.0;25.0;20.0;12.0;7.0;2.0063584;2.0063584;18.75;4.0;3.0;1.0
1;48;3;75;7;217;44;37;20;58.4075;2.45;6.4;8.932501;11.855464;5.41;52.083333333333336;0.9166667;0.41666666;2.8867514;0.7708333;5.34049;3.7762966;0.017368188;0.93276423;0.9485782;57.57653;1.2972972;5.34049;1.5311238;1.5311238;33.0;33.0;19.0;12.0;3.0;5.0;1.2918501;1.2918501;16.0;3.0;0.0;1.0
1;76;3;132;16;391;67;55;34;34.18482;5.96;10.0;13.282632;16.322123;14.62;55.26315789473685;0.8815789;0.4473684;3.9000676;0.7236842;6.308933;4.461089;0.017243179;0.9253244;0.9470499;57.993946;1.3818182;6.308933;3.2329006;3.2329006;43.0;38.0;26.0;28.0;11.0;12.0;2.4018445;2.4018445;25.333334;3.0;0.0;0.0
1;75;5;99;5;307;60;56;38;79.937996;2.06;6.0;6.2954655;8.841846;4.91;50.66666666666667;0.8;0.50666666;4.387862;0.74666667;6.466323;4.572381;0.015671963;0.9323365;0.9521004;63.808216;1.3392857;6.466323;2.727516;2.727516;46.0;43.0;34.0;21.0;19.0;7.0;3.778963;3.778963;15.0;5.0;2.0;0.0
1;98;6;136;10;409;79;72;44;72.85258;2.45;6.4;6.927756;10.504224;5.41;56.12244897959183;0.8061224;0.4489796;4.444671;0.7346939;7.2730985;5.142857;0.014665704;0.9327582;0.9542881;68.186295;1.3611112;7.2730985;5.126909;5.126909;57.0;60.0;34.0;27.0;25.0;12.0;5.839295;5.839295;16.333334;3.0;4.0;0.0
1;108;4;168;16;502;90;71;40;47.829998;6.74;10.8;10.434815;14.167174;10.91;50.92592592592593;0.8333333;0.37037036;3.849002;0.6574074;6.8319783;4.8309383;0.0191335;0.91041446;0.93920314;52.26435;1.5211267;6.8319783;5.2244134;5.2244134;64.0;51.0;42.0;25.0;17.0;13.0;4.046178;4.046178;27.0;2.0;1.0;0.0
1;53;5;73;4;238;46;39;22;79.551476;0.11;4.0;7.8120775;8.238735;2.41;58.490566037735846;0.8679245;0.41509435;3.0219324;0.7358491;5.357062;3.788015;0.019458607;0.9227437;0.94168735;51.39114;1.3589743;5.357062;1.9731227;1.9731227;36.0;33.0;22.0;17.0;12.0;9.0;2.6901927;2.6901927;10.6;2.5;0.0;0.0
1;89;4;141;12;455;68;68;40;50.22204;4.79;8.8;12.930338;12.688353;13.12;51.68539325842697;0.76404494;0.4494382;4.2399917;0.76404494;7.2079854;5.0968156;0.013357682;0.9400422;0.9588222;74.86329;1.3088236;7.2079854;4.2795777;4.2795777;48.0;54.0;32.0;24.0;18.0;13.0;4.160001;4.160001;22.25;4.0;0.0;0.0
1;99;4;143;10;433;84;66;37;59.513752;5.57;9.6;8.721615;11.855464;9.41;50.505050505050505;0.8484849;0.37373737;3.7186399;0.6666667;6.6332498;4.690416;0.01920259;0.9117618;0.93942505;52.07631;1.5;6.6332498;3.3805707;3.3805707;64.0;56.0;46.0;26.0;22.0;17.0;3.539595;3.539595;24.75;2.0;2.0;0.0
1;61;4;91;9;256;51;45;29;65.14969;2.06;6.0;6.935737;11.407656;4.91;55.73770491803278;0.8360656;0.47540984;3.7130694;0.73770493;5.7616596;4.0741086;0.018001435;0.9259984;0.94561344;55.551125;1.3555555;5.7616596;1.10151;1.10151;37.0;38.0;19.0;11.0;14.0;5.0;1.6058623;1.6058623;15.25;2.0;0.0;2.0
1;61;2;87;7;241;55;42;24;55.218487;7.91;12.0;6.460328;13.816669;7.7;44.26229508196721;0.90163934;0.39344263;3.072885;0.6885246;5.377549;3.8025014;0.022084028;0.90921533;0.9326748;45.281597;1.4523809;5.377549;4.576712;4.576712;45.0;37.0;24.0;24.0;18.0;5.0;4.842392;4.842392;30.5;2.0;2.0;0.0
1;59;5;105;14;277;46;47;33;44.298676;0.5;4.4;9.2976265;12.688353;2.91;59.32203389830508;0.779661;0.55932206;4.296234;0.7966102;6.118879;4.3267007;0.013676506;0.94423354;0.9591732;73.118095;1.2553191;6.118879;1.6068572;1.6068572;28.0;27.0;21.0;16.0;12.0;8.0;2.1786199;2.1786199;11.8;2.5;3.0;1.0
1;61;3;82;5;257;55;44;30;72.472084;4.01;8.0;7.5173764;10.504224;7.41;45.90163934426229;0.90163934;0.4918033;3.8411064;0.72131145;5.6336226;3.9835727;0.019331247;0.9205317;0.9414249;51.72972;1.3863636;5.6336226;3.0839899;3.0839899;41.0;37.0;23.0;17.0;9.0;12.0;1.8616681;1.8616681;20.333334;1.5;0.0;0.0
1;53;1;82;7;227;43;42;26;22.149435;16.88;21.2;8.825662;18.243607;23.91;52.83018867924528;0.8113208;0.49056605;3.5713747;0.7924528;5.7691436;4.0794005;0.014757285;0.9414093;0.9562115;67.763145;1.2619047;5.7691436;3.391657;3.391657;29.0;32.0;18.0;19.0;14.0;9.0;3.0013154;3.0013154;53.0;1.0;0.0;0.0
1;37;2;70;10;190;28;29;21;28.00345;3.23;7.2000003;12.794593;15.903189;11.12;64.86486486486487;0.7567568;0.5675676;3.4523787;0.7837838;4.7675705;3.3711815;0.018684497;0.93253183;0.9455965;53.520306;1.2758621;4.7675705;3.0055814;3.0055814;17.0;20.0;10.0;8.0;7.0;7.0;2.5447967;2.5447967;18.5;2.0;0.0;0.0
1;82;7;126;8;368;66;68;41;64.94988;0.5;4.4;8.061463;9.029199;2.91;57.3170731707317;0.80487806;0.5;4.527693;0.8292683;7.5093436;5.309908;0.009640551;0.9575168;0.9707295;103.72851;1.2058823;7.5093436;3.2754848;3.2754848;48.0;43.0;25.0;19.0;13.0;10.0;2.6196752;2.6196752;11.714286;2.3333333;0.0;0.0
1;43;2;58;2;186;35;33;19;70.90087;4.4;8.400001;8.257676;8.841846;7.91;44.18604651162791;0.81395346;0.44186047;2.8974729;0.76744187;5.0324526;3.5584815;0.018710649;0.9296255;0.9449148;53.445503;1.3030303;5.0324526;1.9455696;1.9455696;26.0;29.0;21.0;15.0;10.0;5.0;2.2036824;2.2036824;21.5;2.0;0.0;0.0
1;60;6;104;15;300;42;45;29;50.045;0.11;4.0;10.64;12.161745;7.12;61.66666666666667;0.7;0.48333332;3.7438838;0.75;5.809475;4.107919;0.017161056;0.92973673;0.9483162;58.27147;1.3333334;5.809475;1.2644455;1.2644455;30.0;35.0;16.0;20.0;13.0;11.0;1.8080512;1.8080512;10.0;2.0;2.0;1.0
1;71;5;115;11;340;54;54;35;55.39383;1.67;5.6;10.27324;11.602472;4.41;59.154929577464785;0.7605634;0.49295774;4.1537356;0.7605634;6.408621;4.5315795;0.015062697;0.93579257;0.95423025;66.389175;1.3148148;6.408621;3.1674871;3.1674871;29.0;40.0;27.0;21.0;24.0;5.0;2.3270996;2.3270996;14.2;2.5;3.0;1.0
1;28;5;49;6;152;23;26;18;53.101;-1.84;2.0;10.834284;9.3871;4.62;53.57142857142857;0.8214286;0.64285713;3.4016802;0.9285714;4.913538;3.4743962;0.006674237;0.9777601;0.9813141;149.82986;1.0769231;4.913538;2.1024933;2.1024933;11.0;13.0;13.0;7.0;2.0;3.0;1.2563334;1.2563334;5.6;2.5;2.0;0.0
1;36;4;46;3;145;27;30;15;89.6;-0.28;3.6000001;4.594444;7.908726;1.91;63.888888888888886;0.75;0.41666666;2.5;0.8333333;5.0;3.535534;0.01419772;0.9491222;0.9590881;70.433846;1.2;5.0;0.6948663;0.6948663;18.0;17.0;13.0;11.0;10.0;3.0;1.1653714;1.1653714;9.0;2.0;0.0;0.0
1;67;3;88;4;266;52;50;33;73.05025;4.79;8.8;6.2191043;9.725611;3.7;47.76119402985074;0.7761194;0.49253732;4.031592;0.74626863;6.1084723;4.319342;0.016554236;0.93039453;0.9497657;60.4075;1.34;6.1084723;2.423113;2.423113;38.0;39.0;21.0;16.0;5.0;12.0;2.4374232;2.4374232;22.333334;1.0;1.0;1.0
1;57;3;81;8;244;54;45;20;67.32895;3.62;7.6;7.8126307;12.457975;6.91;49.122807017543856;0.94736844;0.3508772;2.6490648;0.7894737;5.960396;4.2146363;0.014461334;0.9415321;0.95687413;69.14991;1.2666667;5.960396;2.1449504;2.1449504;39.0;36.0;23.0;19.0;8.0;8.0;1.7889482;1.7889482;19.0;3.0;0.0;0.0
1;93;6;131;8;397;84;62;39;71.93476;2.06;6.0;7.3909693;9.725611;4.91;52.68817204301075;0.9032258;0.41935483;4.0441117;0.6666667;6.4291005;4.5460606;0.019735985;0.9105447;0.9379921;50.66887;1.5;6.4291005;4.332683;4.332683;54.0;60.0;32.0;31.0;18.0;6.0;3.6242564;3.6242564;15.5;3.0;1.0;0.0
1;56;4;84;8;257;48;49;26;65.725;1.67;5.6;9.070715;10.934197;4.41;55.35714285714286;0.85714287;0.4642857;3.4743962;0.875;6.5479;4.630065;0.0082409205;0.9668274;0.97577554;121.34567;1.1428572;6.5479;2.3040855;2.3040855;39.0;34.0;20.0;8.0;9.0;4.0;1.511097;1.511097;14.0;2.0;4.0;0.0
1;41;3;61;5;169;32;39;23;67.09504;1.28;5.2000003;6.2712183;10.504224;3.91;36.58536585365854;0.7804878;0.5609756;3.5919964;0.9512195;6.090777;4.3068295;0.003626409;0.98653305;0.9896658;275.75488;1.051282;6.090777;0.94525373;0.94525373;26.0;24.0;14.0;13.0;7.0;7.0;1.7307676;1.7307676;13.666667;3.0;0.0;0.0
1;41;4;54;3;163;29;30;20;85.00686;0.11;4.0;4.688781;7.908726;-2.3;46.34146341463415;0.70731705;0.4878049;3.1234753;0.73170733;4.685213;3.3129458;0.022651248;0.91588295;0.93302816;44.14768;1.3666667;4.685213;1.2049224;1.2049224;19.0;20.0;13.0;13.0;7.0;7.0;2.6296418;2.6296418;10.25;2.0;1.0;0.0
1;117;6;151;4;462;101;84;42;77.85789;3.62;7.6;5.9005127;7.7935376;2.2;51.28205128205128;0.8632479;0.35897437;3.8829014;0.71794873;7.765803;5.491252;0.014611198;0.9304189;0.9537899;68.44066;1.3928572;7.765803;3.6628296;3.6628296;75.0;76.0;45.0;32.0;15.0;21.0;4.120659;4.120659;19.5;3.0;2.0;0.0
1;34;1;49;3;151;31;30;15;50.401474;9.47;13.6;9.443529;13.023867;14.41;44.11764705882353;0.9117647;0.44117647;2.5724788;0.88235295;5.1449575;3.6380343;0.010065215;0.96450645;0.9713245;99.35208;1.1333333;5.1449575;1.5838759;1.5838759;25.0;24.0;11.0;10.0;9.0;2.0;1.5808994;1.5808994;34.0;1.0;0.0;1.0
1;39;3;58;5;175;36;36;19;67.824615;1.28;5.2000003;8.307691;10.504224;3.91;48.717948717948715;0.9230769;0.4871795;3.042435;0.9230769;5.7646136;4.076197;0.005963686;0.9781517;0.9829868;167.68153;1.0833334;5.7646136;1.271536;1.271536;27.0;28.0;13.0;13.0;9.0;6.0;1.6173687;1.6173687;13.0;3.0;0.0;0.0
