level;total_words;total_sentences;total_syllables;complex_words;letter_count;common_words;total_different_words;different_advanced_words;flesch_reading_ease;flesch_kinkaid;gunning_fog;coleman_liau;smog_grade;automated_readibility_index;lexical_density;beyond_2000;advanced_ttr;advanced_guiraud;ttr;rttr;cttr;m;h;s;u;mwf;r;bigram_model;bigram_perplexety;a1_words;a2_words;b1_words;b2_words;c1_words;c2_words;bigram_model_reverse;bigram_perplexety_reverse;words_per_sentence;sentences_per_paragraph;simple_errors_per_word;complex_errors_per_word
0;25;1;33;2;111;17;15;12;69.787994;5.96;10.0;9.1232;11.208143;9.91;64.0;0.68;0.48;2.4;0.6;3.0;2.1213202;0.049301963;0.8413031;0.8521826;20.283167;1.6666666;3.0;0.60442835;0.60442835;14.0;13.0;12.0;9.0;8.0;0.0;1.2021358;1.2021358;25.0;1.0;2.0;1.0
0;31;2;38;3;118;22;29;21;87.39927;2.06;6.0;4.672257;10.125756;0.2;64.51612903225806;0.7096774;0.67741936;3.7717113;0.9354839;5.208554;3.6830037;0.0056555173;0.980579;0.9841034;176.8185;1.0689656;5.208554;0.18936403;0.18936403;17.0;16.0;8.0;4.0;5.0;2.0;0.39005098;0.39005098;15.5;2.0;5.0;2.0
0;28;1;34;1;97;18;25;17;75.686424;7.13;11.2;3.5128562;8.841846;6.7;42.857142857142854;0.64285713;0.60714287;3.212698;0.89285713;4.724556;3.3407655;0.010206494;0.9659899;0.97125214;97.976845;1.12;4.724556;1.1433903;1.1433903;14.0;14.0;10.0;9.0;2.0;3.0;1.3118291;1.3118291;28.0;1.0;0.0;0.0
0;32;2;47;3;136;25;29;16;66.33875;2.45;6.4;7.34;10.125756;5.41;56.25;0.78125;0.5;2.828427;0.90625;5.126524;3.625;0.008195604;0.9715962;0.9768168;122.016624;1.1034483;5.126524;0.72562045;0.72562045;19.0;20.0;10.0;9.0;6.0;3.0;1.253673;1.253673;16.0;2.0;3.0;0.0
0;48;1;60;3;207;29;42;28;52.365;14.93;19.2;8.940833;13.023867;21.41;25.0;0.6041667;0.5833333;4.041452;0.875;6.0621777;4.2866073;0.008910292;0.9655065;0.9740666;112.22977;1.1428572;6.0621777;0.59383494;0.59383494;24.0;20.0;18.0;9.0;6.0;2.0;1.6647159;1.6647159;48.0;1.0;1.0;1.0
0;33;2;46;4;135;25;26;14;72.16023;2.45;6.4;6.460606;11.208143;5.41;39.39393939393939;0.75757575;0.42424244;2.4370873;0.7878788;4.526019;3.2003787;0.019501023;0.93181455;0.9435825;51.27936;1.2692307;4.526019;0.89689165;0.89689165;20.0;14.0;15.0;8.0;6.0;4.0;0.75559115;0.75559115;16.5;2.0;1.0;0.0
0;28;7;40;3;123;22;24;16;81.917854;-2.23;1.6;2.6299994;6.742158;-0.59;50.0;0.78571427;0.5714286;3.0237157;0.85714287;4.5355735;3.207135;0.013882962;0.9537391;0.96064824;72.03074;1.1666666;4.5355735;0.3526531;0.3526531;16.0;18.0;10.0;7.0;10.0;3.0;1.036388;1.036388;4.0;7.0;1.0;0.0
0;78;5;101;5;314;58;59;33;81.45484;2.06;6.0;5.9733324;8.841846;4.91;56.41025641025641;0.74358976;0.42307693;3.7365143;0.75641024;6.6804347;4.7237806;0.014708007;0.9359215;0.9550024;67.99018;1.3220339;6.6804347;2.1004753;2.1004753;43.0;42.0;29.0;25.0;15.0;12.0;1.6245637;1.6245637;15.6;5.0;4.0;0.0
0;33;1;55;6;153;25;29;20;32.340004;9.08;13.2;10.564848;17.122414;13.91;45.45454545454545;0.75757575;0.6060606;3.481553;0.8787879;5.048252;3.5696533;0.010568978;0.9630455;0.9699188;94.61652;1.137931;5.048252;2.0350318;2.0350318;15.0;19.0;12.0;10.0;5.0;4.0;1.5645341;1.5645341;33.0;1.0;0.0;0.0
0;36;2;57;7;170;30;30;15;54.614998;3.23;7.2000003;10.322223;13.816669;6.41;52.77777777777778;0.8333333;0.41666666;2.5;0.8333333;5.0;3.535534;0.01419772;0.9491222;0.9590881;70.433846;1.2;5.0;1.2871994;1.2871994;22.0;19.0;13.0;9.0;2.0;3.0;1.9787028;1.9787028;18.0;2.0;0.0;0.0
0;38;1;59;7;172;31;32;17;36.912365;11.03;15.2;10.035789;18.243607;16.41;47.368421052631575;0.81578946;0.4473684;2.757764;0.84210527;5.1910853;3.6706517;0.012987441;0.95275706;0.9625226;76.99746;1.1875;5.1910853;0.89871037;0.89871037;22.0;21.0;18.0;15.0;5.0;6.0;1.3321853;1.3321853;38.0;1.0;0.0;1.0
0;35;4;54;6;167;28;27;15;67.42803;-0.67;3.2;8.873142;9.888513;1.41;54.285714285714285;0.8;0.42857143;2.5354629;0.7714286;4.5638328;3.2271173;0.020530136;0.9270082;0.94024783;48.70888;1.2962962;4.5638328;0.28530365;0.28530365;21.0;14.0;8.0;8.0;5.0;1.0;0.7764842;0.7764842;8.75;4.0;0.0;0.0
0;35;2;46;3;149;24;32;18;77.88393;2.84;6.8;7.5405717;10.125756;5.91;51.42857142857142;0.6857143;0.51428574;3.0425553;0.9142857;5.408987;3.8247316;0.0070892894;0.9747951;0.97987473;141.05786;1.09375;5.408987;0.23008032;0.23008032;18.0;16.0;13.0;6.0;5.0;4.0;0.65971464;0.65971464;17.5;2.0;0.0;1.0
0;29;2;41;3;129;21;25;16;72.510605;1.67;5.6;8.314484;10.125756;4.41;44.827586206896555;0.7241379;0.55172414;2.9711254;0.86206895;4.6423836;3.2826607;0.013089706;0.9559231;0.96287173;76.39591;1.16;4.6423836;0.53077793;0.53077793;14.0;12.0;10.0;7.0;4.0;3.0;0.9621032;0.9621032;14.5;2.0;5.0;1.0
0;29;6;34;1;109;24;26;16;102.74296;-2.23;1.6;0.1765512;5.461319;-5.3;44.827586206896555;0.82758623;0.55172414;2.9711254;0.8965517;4.8280787;3.4139674;0.009630688;0.9675706;0.97284687;103.83475;1.1153846;4.8280787;0.50217426;0.50217426;17.0;20.0;10.0;6.0;5.0;6.0;1.0109867;1.0109867;4.8333335;6.0;2.0;0.0
0;33;3;47;2;156;29;30;16;75.17909;0.5;4.4;9.305454;7.7935376;2.91;51.515151515151516;0.8787879;0.4848485;2.7852426;0.90909094;5.2223296;3.6927447;0.007795973;0.9727413;0.9779215;128.27135;1.1;5.2223296;0.6515744;0.6515744;19.0;19.0;10.0;4.0;7.0;4.0;0.49201655;0.49201655;11.0;3.0;2.0;0.0
0;30;3;46;4;140;27;27;16;66.965004;0.11;4.0;8.679999;9.725611;2.41;60.0;0.9;0.53333336;2.921187;0.9;4.929503;3.485685;0.009107815;0.9690225;0.974294;109.795815;1.1111112;4.929503;0.450506;0.450506;19.0;19.0;12.0;13.0;7.0;3.0;0.61629003;0.61629003;10.0;3.0;6.0;0.0
0;32;2;43;3;135;27;23;14;76.91375;2.45;6.4;7.15625;10.125756;5.41;59.375;0.84375;0.4375;2.4748738;0.71875;4.065864;2.875;0.027494192;0.9047124;0.9194334;36.37132;1.3913044;4.065864;3.0714962;3.0714962;18.0;20.0;13.0;11.0;7.0;5.0;1.6941247;1.6941247;16.0;2.0;5.0;0.0
0;28;4;41;3;130;22;25;13;75.851425;-1.06;2.8;7.2714276;7.908726;0.91;53.57142857142857;0.78571427;0.4642857;2.456769;0.89285713;4.724556;3.3407655;0.010206494;0.9659899;0.97125214;97.976845;1.12;4.724556;0.29418036;0.29418036;16.0;16.0;11.0;8.0;9.0;2.0;0.748773;0.748773;7.0;2.0;2.0;0.0
0;31;2;48;5;143;23;29;17;60.108955;2.06;6.0;9.414193;12.161745;4.91;61.29032258064516;0.7419355;0.5483871;3.0532901;0.9354839;5.208554;3.6830037;0.0056555173;0.980579;0.9841034;176.8185;1.0689656;5.208554;0.98941964;0.98941964;14.0;16.0;9.0;6.0;4.0;5.0;1.5648146;1.5648146;15.5;2.0;0.0;0.0
0;27;1;41;4;122;22;25;13;50.96333;6.74;10.8;9.672592;14.554592;10.91;51.85185185185185;0.8148148;0.4814815;2.501851;0.9259259;4.811252;3.402069;0.0070849946;0.976649;0.98018885;141.14337;1.08;4.811252;0.5031444;0.5031444;16.0;14.0;10.0;9.0;6.0;2.0;1.625278;1.625278;27.0;1.0;1.0;1.0
0;26;2;43;5;122;16;24;16;53.724617;1.28;5.2000003;9.5138445;12.161745;3.91;42.30769230769231;0.61538464;0.61538464;3.1378582;0.9230769;4.706787;3.3282013;0.0075403913;0.9754327;0.9789406;132.61911;1.0833334;4.706787;0.5438441;0.5438441;12.0;12.0;10.0;6.0;4.0;2.0;0.85339415;0.85339415;13.0;1.0;2.0;3.0
0;36;3;46;2;145;32;35;18;86.555;0.89;4.8;5.416666;7.7935376;3.41;63.888888888888886;0.8888889;0.5;3.0;0.9722222;5.8333335;4.1247897;0.002193719;0.99213874;0.9938165;455.84692;1.0285715;5.8333335;0.98030853;0.98030853;20.0;21.0;10.0;9.0;4.0;6.0;0.8940388;0.8940388;12.0;3.0;3.0;0.0
0;26;2;41;4;117;20;26;16;60.232304;1.28;5.2000003;8.383077;11.208143;3.91;34.61538461538461;0.7692308;0.61538464;3.1378582;1.0;5.0990195;3.6055512;0.0;1.0;1.0;Infinity;1.0;5.0990195;0.8779217;0.8779217;12.0;12.0;7.0;5.0;4.0;1.0;1.5337518;1.5337518;13.0;2.0;1.0;1.0
0;34;2;51;4;151;26;30;20;62.68;2.84;6.8;8.572941;11.208143;5.91;58.82352941176471;0.7647059;0.5882353;3.4299717;0.88235295;5.1449575;3.6380343;0.010065215;0.96450645;0.9713245;99.35208;1.1333333;5.1449575;0.65092844;0.65092844;16.0;19.0;14.0;7.0;6.0;3.0;2.2681022;2.2681022;17.0;2.0;0.0;0.0
0;29;3;38;3;106;19;26;18;86.16816;-0.28;3.6000001;2.6303449;8.841846;-2.8;41.37931034482759;0.6551724;0.62068963;3.3425162;0.8965517;4.8280787;3.4139674;0.009630688;0.9675706;0.97284687;103.83475;1.1153846;4.8280787;1.1150675;1.1150675;15.0;17.0;9.0;5.0;4.0;3.0;2.013042;2.013042;9.666667;3.0;4.0;1.0
0;35;3;43;2;136;27;32;21;91.05619;0.5;4.4;4.5108576;7.7935376;-1.8;51.42857142857142;0.7714286;0.6;3.5496478;0.9142857;5.408987;3.8247316;0.0070892894;0.9747951;0.97987473;141.05786;1.09375;5.408987;1.2274438;1.2274438;21.0;18.0;11.0;9.0;5.0;9.0;1.0795612;1.0795612;11.666667;3.0;2.0;1.0
0;36;3;48;2;142;25;31;23;81.854996;0.89;4.8;4.9266653;7.7935376;-1.3;38.88888888888889;0.6944444;0.6388889;3.8333333;0.8611111;5.1666665;3.653385;0.011644315;0.9582724;0.96660525;85.878815;1.1612903;5.1666665;0.48872748;0.48872748;23.0;17.0;15.0;11.0;10.0;5.0;1.0192088;1.0192088;12.0;3.0;6.0;0.0
0;40;7;52;2;155;28;33;19;91.055;-1.84;2.0;1.805;6.0791497;-4.8;32.5;0.7;0.475;3.0041637;0.825;5.217758;3.6895123;0.014136852;0.9478509;0.9589695;70.73711;1.2121212;5.217758;0.8063231;0.8063231;20.0;20.0;14.0;10.0;5.0;7.0;0.9622103;0.9622103;5.714286;7.0;3.0;0.0
0;25;3;38;3;109;18;22;13;69.78467;-0.67;3.2;6.2848;8.841846;1.41;56.00000000000001;0.72;0.52;2.6;0.88;4.4;3.11127;0.012337745;0.9602863;0.9653356;81.052086;1.1363636;4.4;0.7381269;0.7381269;17.0;14.0;10.0;6.0;4.0;2.0;0.7402093;0.7402093;8.333333;3.0;2.0;0.0
0;30;2;45;4;126;24;23;13;64.71;2.06;6.0;6.9226646;11.208143;4.91;33.33333333333333;0.8;0.43333334;2.3734643;0.76666665;4.1992064;2.9692872;0.022968523;0.92187953;0.9335521;43.537846;1.3043479;4.1992064;0.7270768;0.7270768;18.0;21.0;15.0;18.0;8.0;11.0;0.9211441;0.9211441;15.0;2.0;1.0;0.0
0;31;3;41;3;138;20;27;17;84.45634;0.11;4.0;7.5109677;8.841846;2.41;41.935483870967744;0.6451613;0.5483871;3.0532901;0.87096775;4.8493433;3.4290035;0.011715332;0.9597697;0.96671706;85.35823;1.1481482;4.8493433;0.2777343;0.2777343;18.0;12.0;8.0;6.0;4.0;5.0;0.52920055;0.52920055;10.333333;3.0;3.0;2.0
0;31;3;37;1;115;23;26;16;95.37247;0.11;4.0;3.1483874;6.427356;-2.3;38.70967741935484;0.7419355;0.516129;2.873685;0.83870965;4.669738;3.3020034;0.0149157625;0.94877946;0.9573819;67.043175;1.1923077;4.669738;1.5846833;1.5846833;14.0;16.0;13.0;10.0;4.0;3.0;0.89340764;0.89340764;10.333333;3.0;5.0;1.0
0;42;2;61;4;175;36;36;23;62.648575;4.4;8.400001;7.2904754;11.208143;7.91;59.523809523809526;0.85714287;0.54761904;3.5489771;0.85714287;5.5549207;3.927922;0.011034271;0.9587575;0.9680559;90.62675;1.1666666;5.5549207;0.69501245;0.69501245;26.0;26.0;17.0;11.0;4.0;7.0;1.8228899;1.8228899;21.0;2.0;2.0;0.0
0;31;2;41;3;133;23;28;15;79.21217;2.06;6.0;7.5174212;10.125756;4.91;45.16129032258064;0.7419355;0.48387095;2.6940796;0.9032258;5.0289483;3.5560036;0.008631308;0.9703602;0.97561204;115.8573;1.1071428;5.0289483;0.42417789;0.42417789;16.0;19.0;14.0;8.0;9.0;2.0;0.35470843;0.35470843;15.5;2.0;0.0;0.0
0;30;3;51;7;146;20;27;18;52.864998;0.11;4.0;9.856001;11.855464;2.41;46.666666666666664;0.6666667;0.6;3.2863352;0.9;4.929503;3.485685;0.009107815;0.9690225;0.974294;109.795815;1.1111112;4.929503;0.73146075;0.73146075;12.0;13.0;15.0;6.0;5.0;2.0;0.6603251;0.6603251;10.0;1.0;1.0;0.0
0;42;2;52;3;166;32;34;20;80.77714;4.4;8.400001;6.0304766;10.125756;3.2;59.523809523809526;0.7619048;0.47619048;3.086067;0.8095238;5.246314;3.7097042;0.015125731;0.943465;0.95586073;66.11251;1.2352941;5.246314;2.8625941;2.8625941;24.0;28.0;15.0;13.0;10.0;10.0;1.0055994;1.0055994;21.0;2.0;2.0;0.0
0;28;1;41;4;138;20;25;14;54.536427;7.13;11.2;12.122855;14.554592;11.41;53.57142857142857;0.71428573;0.5;2.6457512;0.89285713;4.724556;3.3407655;0.010206494;0.9659899;0.97125214;97.976845;1.12;4.724556;0.6531366;0.6531366;13.0;14.0;6.0;5.0;2.0;4.0;0.9072681;0.9072681;28.0;1.0;1.0;1.0
0;31;2;41;3;134;22;24;17;79.21217;2.06;6.0;7.707098;10.125756;4.91;35.483870967741936;0.7096774;0.5483871;3.0532901;0.7741935;4.3105273;3.048003;0.021703491;0.9254705;0.93722004;46.07554;1.2916666;4.3105273;0.21645609;0.21645609;15.0;12.0;8.0;7.0;3.0;3.0;0.5107593;0.5107593;15.5;2.0;2.0;0.0
0;34;10;47;2;152;23;30;14;86.43694;-2.62;1.2;1.7811751;5.683918;-1.09;50.0;0.6764706;0.4117647;2.4009802;0.88235295;5.1449575;3.6380343;0.010065215;0.96450645;0.9713245;99.35208;1.1333333;5.1449575;1.1358664;1.1358664;19.0;13.0;14.0;9.0;7.0;4.0;1.537497;1.537497;3.4;10.0;2.0;0.0
0;36;2;41;2;123;21;28;18;92.215004;3.23;7.2000003;2.6455567;8.841846;1.7;36.11111111111111;0.5833333;0.5;3.0;0.7777778;4.6666665;3.2998316;0.019570325;0.92986935;0.9430317;51.097775;1.2857143;4.6666665;1.3825938;1.3825938;18.0;12.0;8.0;6.0;3.0;3.0;0.6519221;0.6519221;18.0;2.0;1.0;0.0
0;25;1;44;8;128;19;24;15;32.564;5.96;10.0;13.1216;19.287186;14.62;56.00000000000001;0.76;0.6;3.0;0.96;4.8;3.3941126;0.003939905;0.9873179;0.9890823;253.81322;1.0416666;4.8;1.0090072;1.0090072;12.0;13.0;8.0;9.0;3.0;4.0;1.9197916;1.9197916;25.0;1.0;1.0;0.0
0;40;2;51;5;166;28;31;18;78.670006;4.01;8.0;7.122;12.161745;7.41;50.0;0.7;0.45;2.8460498;0.775;4.9015303;3.4659054;0.01873129;0.93090254;0.9451471;53.386604;1.2903225;4.9015303;1.6315272;1.6315272;22.0;18.0;12.0;11.0;12.0;6.0;1.8250052;1.8250052;20.0;2.0;2.0;0.0
0;28;1;33;1;104;22;25;12;78.707855;7.13;11.2;4.9828563;8.841846;6.7;42.857142857142854;0.78571427;0.42857143;2.2677867;0.89285713;4.724556;3.3407655;0.010206494;0.9659899;0.97125214;97.976845;1.12;4.724556;0.9134742;0.9134742;16.0;15.0;10.0;9.0;5.0;5.0;0.69986415;0.69986415;28.0;1.0;1.0;0.0
0;29;2;39;1;127;26;26;16;78.34509;1.67;5.6;7.9089637;7.1686215;4.41;65.51724137931035;0.8965517;0.55172414;2.9711254;0.8965517;4.8280787;3.4139674;0.009630688;0.9675706;0.97284687;103.83475;1.1153846;4.8280787;1.4138838;1.4138838;19.0;20.0;13.0;5.0;5.0;5.0;0.7556404;0.7556404;14.5;2.0;4.0;0.0
0;29;2;46;3;137;23;28;16;57.924397;1.67;5.6;9.936551;10.125756;4.41;44.827586206896555;0.79310346;0.55172414;2.9711254;0.9655172;5.1994696;3.6765802;0.0030948326;0.9895788;0.9913715;323.11926;1.0357143;5.1994696;0.7064244;0.7064244;16.0;16.0;8.0;8.0;3.0;1.0;0.4894466;0.4894466;14.5;2.0;2.0;1.0
0;31;2;52;7;165;22;26;18;49.192825;2.06;6.0;13.587096;13.816669;9.62;70.96774193548387;0.7096774;0.58064514;3.2328954;0.83870965;4.669738;3.3020034;0.0149157625;0.94877946;0.9573819;67.043175;1.1923077;4.669738;0.2166468;0.2166468;13.0;17.0;11.0;7.0;9.0;3.0;0.45959547;0.45959547;15.5;2.0;2.0;2.0
0;37;2;38;1;118;32;32;18;101.17101;3.23;7.2000003;1.3524321;7.1686215;1.7;51.35135135135135;0.8648649;0.4864865;2.9591818;0.8648649;5.2607675;3.7199244;0.011134676;0.9597936;0.96803874;89.80953;1.15625;5.2607675;0.35588932;0.35588932;28.0;21.0;16.0;8.0;5.0;5.0;1.3867557;1.3867557;18.5;2.0;3.0;0.0
0;32;1;39;2;113;28;28;14;71.24875;8.69;12.8;4.03875;11.208143;8.7;53.125;0.875;0.4375;2.4748738;0.875;4.9497476;3.5;0.011117124;0.96147096;0.9683884;89.951324;1.1428572;4.9497476;1.4412454;1.4412454;20.0;22.0;13.0;12.0;9.0;5.0;1.5016795;1.5016795;32.0;1.0;4.0;0.0
0;28;1;37;3;98;20;28;18;66.62215;7.13;11.2;3.722857;13.023867;6.7;53.57142857142857;0.71428573;0.64285713;3.4016802;1.0;5.2915025;3.7416575;0.0;1.0;1.0;Infinity;1.0;5.2915025;0.9264278;0.9264278;14.0;17.0;8.0;7.0;2.0;3.0;0.81018424;0.81018424;28.0;1.0;3.0;1.0
0;31;3;52;6;150;25;27;16;54.436993;0.11;4.0;9.787097;11.208143;2.41;58.06451612903226;0.8064516;0.516129;2.873685;0.87096775;4.8493433;3.4290035;0.011715332;0.9597697;0.96671706;85.35823;1.1481482;4.8493433;0.4622153;0.4622153;16.0;17.0;15.0;7.0;5.0;2.0;0.42856452;0.42856452;10.333333;1.5;0.0;1.0
