total_words;total_sentences;total_syllables;complex_words;letter_count;common_words;total_different_words;different_advanced_words;advanced_ttr;advanced_guiraud;ttr;rttr;cttr;h;s;mwf;r;bigram_perplexety;a1_words;a2_words;b1_words;b2_words;c1_words;c2_words;bigram_perplexety_reverse;simple_errors_per_word;complex_errors_per_word;level
36;3;46;2;145;32;35;18;0.5;3.0;0.9722222222222222;5.833333333333333;4.124789556921527;0.9921387671028095;0.9938164887455493;1.0285714285714285;5.833333333333333;0.980308515220102;20.0;21.0;10.0;9.0;4.0;6.0;0.8940387449487636;3.0;0.0;1
26;2;41;4;117;20;26;16;0.6153846153846154;3.1378581622109447;1.0;5.099019513592785;3.6055512754639896;1.0;1.0;1.0;5.099019513592785;0.8779218069889959;12.0;12.0;7.0;5.0;4.0;1.0;1.5337517797549012;1.0;1.0;1
34;2;51;4;151;26;30;20;0.5882352941176471;3.4299717028501764;0.8823529411764706;5.144957554275265;3.6380343755449944;0.9645064246606975;0.9713244853285697;1.1333333333333333;5.144957554275265;0.6509284839023741;16.0;19.0;14.0;7.0;6.0;3.0;2.268102196068803;0.0;0.0;1
29;3;38;3;106;19;26;18;0.6206896551724138;3.342516087186934;0.896551724137931;4.828078792603349;3.4139672543527864;0.9675706271505612;0.9728468943008584;1.1153846153846154;4.828078792603349;1.115067453066512;15.0;17.0;9.0;5.0;4.0;3.0;2.013042132410935;4.0;1.0;1
35;3;43;2;136;27;32;21;0.6;3.5496478698597698;0.9142857142857143;5.408987230262506;3.8247315498700596;0.9747951094689316;0.9798747175612705;1.09375;5.408987230262506;1.2274437819195072;21.0;18.0;11.0;9.0;5.0;9.0;1.0795612257540352;2.0;1.0;1
36;3;48;2;142;25;31;23;0.6388888888888888;3.8333333333333335;0.8611111111111112;5.166666666666667;3.653385036130496;0.9582723751320855;0.9666052546354943;1.1612903225806452;5.166666666666667;0.48872748796034526;23.0;17.0;15.0;11.0;10.0;5.0;1.0192088386473594;6.0;0.0;1
40;7;52;2;155;28;33;19;0.475;3.00416377715996;0.825;5.217758139277826;3.689512162874653;0.9478508595793452;0.9589694498215111;1.2121212121212122;5.217758139277826;0.8063230605377691;20.0;20.0;14.0;10.0;5.0;7.0;0.9622102389488574;3.0;0.0;1
25;3;38;3;109;18;22;13;0.52;2.6;0.88;4.4;3.111269837220809;0.9602863302391856;0.9653356176492255;1.1363636363636365;4.4;0.7381268574726266;17.0;14.0;10.0;6.0;4.0;2.0;0.7402093462833437;2.0;0.0;1
30;2;45;4;126;24;23;13;0.43333333333333335;2.37346441585572;0.7666666666666667;4.199206274206274;2.969287232092353;0.9218795218514612;0.933552075496844;1.3043478260869565;4.199206274206274;0.727076764365516;18.0;21.0;15.0;18.0;8.0;11.0;0.9211440485562047;1.0;0.0;1
31;3;41;3;138;20;27;17;0.5483870967741935;3.0532901344551737;0.8709677419354839;4.849343154722923;3.4290034290051437;0.9597696991123384;0.9667170409148353;1.1481481481481481;4.849343154722923;0.27773430459957543;18.0;12.0;8.0;6.0;4.0;5.0;0.5292005516726338;3.0;2.0;1
31;3;37;1;115;23;26;16;0.5161290322580645;2.8736848324283986;0.8387096774193549;4.669737852696148;3.302003302004953;0.9487794636410023;0.9573818947991902;1.1923076923076923;4.669737852696148;1.584683357800588;14.0;16.0;13.0;10.0;4.0;3.0;0.893407539524211;5.0;1.0;1
42;2;61;4;175;36;36;23;0.5476190476190477;3.548977049128114;0.8571428571428571;5.5549205986353085;3.927922024247863;0.9587575426481765;0.9680559250668751;1.1666666666666667;5.5549205986353085;0.6950123629095252;26.0;26.0;17.0;11.0;4.0;7.0;1.8228900692836412;2.0;0.0;1
31;2;41;3;133;23;28;15;0.4838709677419355;2.694079530401624;0.9032258064516129;5.028948456749697;3.556003556005334;0.9703601998932891;0.97561206217294;1.1071428571428572;5.028948456749697;0.4241778997346716;16.0;19.0;14.0;8.0;9.0;2.0;0.35470841513538826;0.0;0.0;1
30;3;51;7;146;20;27;18;0.6;3.2863353450309964;0.9;4.929503017546495;3.485685011586675;0.9690225224134634;0.9742939984842598;1.1111111111111112;4.929503017546495;0.7314607890695977;12.0;13.0;15.0;6.0;5.0;2.0;0.6603250737429343;1.0;0.0;1
42;2;52;3;166;32;34;20;0.47619047619047616;3.086066999241838;0.8095238095238095;5.246313898711125;3.709704134011871;0.9434650155718534;0.9558607073019836;1.2352941176470589;5.246313898711125;2.862594134132714;24.0;28.0;15.0;13.0;10.0;10.0;1.0055993926459157;2.0;0.0;1
34;10;47;2;152;23;30;14;0.4117647058823529;2.4009801919951235;0.8823529411764706;5.144957554275265;3.6380343755449944;0.9645064246606975;0.9713244853285697;1.1333333333333333;5.144957554275265;1.135866485312991;19.0;13.0;14.0;9.0;7.0;4.0;1.5374969697748764;2.0;0.0;1
36;2;41;2;123;21;28;18;0.5;3.0;0.7777777777777778;4.666666666666667;3.299831645537222;0.9298693734853875;0.9430317457821343;1.2857142857142858;4.666666666666667;1.3825937866166838;18.0;12.0;8.0;6.0;3.0;3.0;0.6519221006575807;1.0;0.0;1
25;1;44;8;128;19;24;15;0.6;3.0;0.96;4.8;3.394112549695428;0.9873179343530823;0.9890822769947938;1.0416666666666667;4.8;1.0090072635142162;12.0;13.0;8.0;9.0;3.0;4.0;1.9197916621441267;1.0;0.0;1
40;2;51;5;166;28;31;18;0.45;2.846049894151541;0.775;4.901530373260988;3.465905365124674;0.9309025266888221;0.9451471254017029;1.2903225806451613;4.901530373260988;1.6315272933969767;22.0;18.0;12.0;11.0;12.0;6.0;1.8250051032797714;2.0;0.0;1
28;1;33;1;104;22;25;12;0.42857142857142855;2.2677868380553634;0.8928571428571429;4.72455591261534;3.3407655239053047;0.9659898769835575;0.9712521237667612;1.12;4.72455591261534;0.9134741283394131;16.0;15.0;10.0;9.0;5.0;5.0;0.6998640897803097;1.0;0.0;1
29;2;39;1;127;26;26;16;0.5517241379310345;2.9711254108328298;0.896551724137931;4.828078792603349;3.4139672543527864;0.9675706271505612;0.9728468943008584;1.1153846153846154;4.828078792603349;1.4138838984133095;19.0;20.0;13.0;5.0;5.0;5.0;0.7556403820004821;4.0;0.0;1
29;2;46;3;137;23;28;16;0.5517241379310345;2.9711254108328298;0.9655172413793104;5.199469468957452;3.6765801200722312;0.9895787832186365;0.9913715413706228;1.0357142857142858;5.199469468957452;0.7064244429867325;16.0;16.0;8.0;8.0;3.0;1.0;0.4894466522367517;2.0;1.0;1
31;2;52;7;165;22;26;18;0.5806451612903226;3.2328954364819484;0.8387096774193549;4.669737852696148;3.302003302004953;0.9487794636410023;0.9573818947991902;1.1923076923076923;4.669737852696148;0.216646807042971;13.0;17.0;11.0;7.0;9.0;3.0;0.4595954083901609;2.0;2.0;1
37;2;38;1;118;32;32;18;0.4864864864864865;2.9591817714964312;0.8648648648648649;5.260767593771433;3.719924439802217;0.9597936000328008;0.968038760259477;1.15625;5.260767593771433;0.35588928778916024;28.0;21.0;16.0;8.0;5.0;5.0;1.3867555707343624;3.0;0.0;1
32;1;39;2;113;28;28;14;0.4375;2.4748737341529163;0.875;4.949747468305833;3.5;0.9614709844115208;0.9683883644746681;1.1428571428571428;4.949747468305833;1.441245512125209;20.0;22.0;13.0;12.0;9.0;5.0;1.5016795717151525;4.0;0.0;1
31;3;52;6;150;25;27;16;0.5161290322580645;2.8736848324283986;0.8709677419354839;4.849343154722923;3.4290034290051437;0.9597696991123384;0.9667170409148353;1.1481481481481481;4.849343154722923;0.4622153306725437;16.0;17.0;15.0;7.0;5.0;2.0;0.42856451034153514;0.0;1.0;1
38;1;54;4;159;33;32;18;0.47368421052631576;2.919985580353726;0.8421052631578947;5.191085476184401;3.670651741928988;0.952757062133867;0.9625226009495459;1.1875;5.191085476184401;0.6958807152397207;30.0;26.0;15.0;6.0;2.0;6.0;1.1316313102175142;0.0;0.0;1
35;2;46;4;151;22;31;22;0.6285714285714286;3.718678720805473;0.8857142857142857;5.239956379316803;3.70520868893662;0.9658652669428301;0.9726194580003371;1.1290322580645162;5.239956379316803;0.4363599592154345;15.0;16.0;10.0;6.0;3.0;3.0;0.5682532430578081;5.0;1.0;1
38;2;47;3;153;33;36;21;0.5526315789473685;3.4066498437460138;0.9473684210526315;5.839971160707452;4.129483209670111;0.9851365111653211;0.9884032976327539;1.0555555555555556;5.839971160707452;1.0598967986439252;25.0;24.0;14.0;10.0;5.0;6.0;0.7005749092962992;0.0;0.0;1
37;2;38;0;136;26;32;20;0.5405405405405406;3.287979746107146;0.8648648648648649;5.260767593771433;3.719924439802217;0.9597936000328008;0.968038760259477;1.15625;5.260767593771433;1.066360065144178;22.0;20.0;8.0;7.0;4.0;3.0;0.6362891053222204;7.0;0.0;1
27;3;37;2;117;20;26;20;0.7407407407407407;3.849001794597505;0.9629629629629629;5.003702332976757;3.5381518506868126;0.9885490910147501;0.9903434555091624;1.0384615384615385;5.003702332976757;0.17297768429916835;15.0;11.0;9.0;8.0;5.0;4.0;0.7265228769745977;0.0;0.0;1
28;3;43;3;128;17;24;15;0.5357142857142857;2.834733547569204;0.8571428571428571;4.535573676110727;3.2071349029490928;0.953739129949394;0.9606482621112574;1.1666666666666667;4.535573676110727;0.3153361346671789;11.0;13.0;10.0;7.0;7.0;3.0;0.5837961518298536;0.0;1.0;1
31;2;43;2;131;24;28;18;0.5806451612903226;3.2328954364819484;0.9032258064516129;5.028948456749697;3.556003556005334;0.9703601998932891;0.97561206217294;1.1071428571428572;5.028948456749697;0.5633565989402579;21.0;19.0;10.0;8.0;2.0;3.0;0.5387548187602712;1.0;0.0;1
32;1;39;0;126;25;28;13;0.40625;2.2980970388562794;0.875;4.949747468305833;3.5;0.9614709844115208;0.9683883644746681;1.1428571428571428;4.949747468305833;0.7485265692379499;16.0;19.0;10.0;9.0;6.0;3.0;0.7807633538395;3.0;0.0;1
31;3;48;3;134;24;28;20;0.6451612903225806;3.5921060405354983;0.9032258064516129;5.028948456749697;3.556003556005334;0.9703601998932891;0.97561206217294;1.1071428571428572;5.028948456749697;1.0277962750197707;20.0;12.0;8.0;6.0;3.0;3.0;0.8702043324618226;0.0;0.0;1
30;1;44;5;135;28;28;19;0.6333333333333333;3.468909530866052;0.9333333333333333;5.11207720338155;3.6147844564602556;0.9797151227215061;0.9832587373492746;1.0714285714285714;5.11207720338155;0.8510417011295038;23.0;20.0;14.0;12.0;7.0;4.0;1.4542327125689911;0.0;0.0;1
33;2;54;5;153;24;28;16;0.48484848484848486;2.7852424952911656;0.8484848484848485;4.874174366759539;3.4465617474213164;0.9530093819610201;0.9615498556722611;1.1785714285714286;4.874174366759539;1.5613853987184785;15.0;14.0;14.0;10.0;7.0;5.0;1.4777873273113853;1.0;0.0;1
32;1;44;3;138;29;32;16;0.5;2.82842712474619;1.0;5.65685424949238;4.0;1.0;1.0;1.0;5.65685424949238;0.9783164148192894;22.0;21.0;17.0;12.0;4.0;6.0;0.6711753800505711;0.0;1.0;1
31;4;47;6;136;26;25;19;0.6129032258064516;3.412500738508723;0.8064516129032258;4.490132550669373;3.1750031750047625;0.9373581301246586;0.9475652873579375;1.24;4.490132550669373;0.6466945916307043;16.0;20.0;6.0;10.0;6.0;6.0;0.8318208632787301;5.0;1.0;1
33;1;48;4;148;29;28;17;0.5151515151515151;2.9593201512468634;0.8484848484848485;4.874174366759539;3.4465617474213164;0.9530093819610201;0.9615498556722611;1.1785714285714286;4.874174366759539;0.6082908787978071;19.0;15.0;17.0;13.0;5.0;6.0;1.1544852250131072;0.0;0.0;1
36;1;49;3;165;31;32;19;0.5277777777777778;3.1666666666666665;0.8888888888888888;5.333333333333333;3.771236166328254;0.967132018086354;0.9738156512172786;1.125;5.333333333333333;1.8439130339612841;22.0;23.0;14.0;14.0;5.0;3.0;1.860500410671583;4.0;0.0;1
40;2;53;2;149;34;34;21;0.525;3.320391543176798;0.85;5.375872022286244;3.801315561749642;0.9559435510107197;0.9654825482464588;1.1764705882352942;5.375872022286244;0.4239201041690071;26.0;26.0;16.0;11.0;6.0;5.0;0.8459525482328507;1.0;1.0;1
34;2;51;3;137;32;27;10;0.29411764705882354;1.7149858514250882;0.7941176470588235;4.630461798847739;3.2742309379904952;0.9346284485087002;0.946355616636438;1.2592592592592593;4.630461798847739;1.6280789826115725;23.0;23.0;19.0;13.0;9.0;5.0;1.5623125226045085;1.0;0.0;1
32;2;39;2;130;25;27;15;0.46875;2.651650429449553;0.84375;4.772970773009195;3.375;0.9509775004326937;0.9595592043790886;1.1851851851851851;4.772970773009195;0.8931721483721901;18.0;19.0;10.0;10.0;6.0;4.0;1.3935518126941704;5.0;1.0;1
32;2;40;2;127;26;27;16;0.5;2.82842712474619;0.84375;4.772970773009195;3.375;0.9509775004326937;0.9595592043790886;1.1851851851851851;4.772970773009195;0.08805866611358462;20.0;20.0;13.0;9.0;3.0;4.0;1.131802064885958;0.0;0.0;1
33;2;47;5;146;25;26;17;0.5151515151515151;2.9593201512468634;0.7878787878787878;4.526019054848144;3.2003787654626508;0.9318145265657582;0.9435824529650126;1.2692307692307692;4.526019054848144;1.3352915158802625;19.0;17.0;11.0;11.0;10.0;2.0;1.350659483992342;2.0;1.0;1
29;4;40;1;127;21;27;16;0.5517241379310345;2.9711254108328298;0.9310344827586207;5.0137741307804005;3.545273687212509;0.9787785310260572;0.9823328350271083;1.0740740740740742;5.0137741307804005;0.6611083946050182;15.0;18.0;10.0;9.0;11.0;6.0;0.8455362668429631;1.0;0.0;1
32;3;52;8;160;22;25;13;0.40625;2.2980970388562794;0.78125;4.419417382415921;3.125;0.9287712379549449;0.9405492556270418;1.28;4.419417382415921;1.6259336322442637;14.0;17.0;12.0;12.0;6.0;7.0;0.5591204973348923;1.0;1.0;1
29;6;46;4;136;23;28;17;0.5862068965517241;3.156820749009882;0.9655172413793104;5.199469468957452;3.6765801200722312;0.9895787832186365;0.9913715413706228;1.0357142857142858;5.199469468957452;0.7276214882719321;22.0;18.0;12.0;11.0;5.0;4.0;1.018322250890401;0.0;1.0;1
36;1;49;3;165;25;32;24;0.6666666666666666;4.0;0.8888888888888888;5.333333333333333;3.771236166328254;0.967132018086354;0.9738156512172786;1.125;5.333333333333333;0.545366769157699;17.0;18.0;13.0;8.0;5.0;5.0;0.5246682631968217;8.0;1.0;1
28;2;33;1;104;21;24;20;0.7142857142857143;3.779644730092272;0.8571428571428571;4.535573676110727;3.2071349029490928;0.953739129949394;0.9606482621112574;1.1666666666666667;4.535573676110727;0.20892809277917088;14.0;17.0;11.0;10.0;6.0;4.0;1.176204754691989;0.0;0.0;1
33;2;40;1;133;24;29;16;0.48484848484848486;2.7852424952911656;0.8787878787878788;5.048252022715237;3.569653238400649;0.9630454877592735;0.9699187595630073;1.1379310344827587;5.048252022715237;1.0460293689529028;18.0;16.0;9.0;9.0;4.0;7.0;1.025872509701467;0.0;0.0;1
34;2;41;0;138;30;29;17;0.5;2.91547594742265;0.8529411764705882;4.973458969132756;3.516766563026828;0.9548926737583074;0.9633757346717646;1.1724137931034482;4.973458969132756;1.002388238094269;22.0;20.0;16.0;12.0;10.0;4.0;1.6598685392368882;2.0;0.0;1
