level;total_words;total_sentences;total_syllables;complex_words;letter_count;common_words;total_different_words;different_advanced_words;advanced_ttr;advanced_guiraud;ttr;rttr;cttr;h;s;mwf;r;bigram_perplexety;a1_words;a2_words;b1_words;b2_words;c1_words;c2_words;bigram_perplexety_reverse;simple_errors_per_word;complex_errors_per_word
0;-1.1344824237367481;-1.2633340153062136;-1.086609342863329;-0.9189336485713236;-1.1003562626609258;-1.1107962395161635;-1.2284678227249446;-1.169540947179665;0.6654460991275198;-1.3284762203726694;1.0878920453661152;-1.4719056183267447;-1.471905618326746;0.7860191414920141;0.3161443314608725;-1.054770789192844;-1.4719056183267447;-0.6948716972422346;-1.0963512137368947;-1.0900081667682642;-1.035289489086437;-0.956342582372734;-1.0009907746693913;-1.0837861273739413;-0.8712727502604211;-0.8569585752042226;-0.6266574706535716
0;-1.1427632166010933;-1.2633340153062136;-1.0971593749150788;-1.014275199521141;-1.0985978777270127;-1.1211510612132256;-1.2284678227249446;-1.169540947179665;0.8695348558783198;-1.3038954959372024;1.2954359937988438;-1.437878996716293;-1.4378789967162946;1.0945940338603684;0.7452644441582443;-1.1925585197773176;-1.437878996716293;-1.0849826975554115;-1.1105640073812595;-1.1051650626421188;-1.1806224164624535;-1.2166899278462548;-1.126954378864365;-1.1486187970074773;-1.100276838941022;0.4157521800495733;-0.04909298157193877
0;-1.1344824237367481;-0.48970632681496207;-1.1499095351738269;-1.0619459749960498;-1.1390407312070103;-1.0797317744249775;-1.1655608760973977;-1.1907378832409186;0.26927380661126077;-1.424624835121431;2.066313516548976;-1.148670851895697;-1.1486708518956985;2.234321852381278;2.3786417057624196;-1.6403686441768586;-1.148670851895697;-1.0494196992105729;-1.0679256264481651;-1.0900081667682642;-1.0768131826224416;-1.1588349621854726;-1.126954378864365;-1.213451466641013;-1.1322752281365478;-0.6448401159952566;-0.6266574706535716
0;-1.109640045143712;-1.1086084776079632;-1.0707842947857047;-0.8235920976215062;-1.0792556434539704;-1.0486673093337915;-1.1970143494111711;-1.1907378832409186;-0.24467943773415593;-1.4883096984570157;0.9821167511841851;-1.410646359643522;-1.4106463596435237;0.6704700156692075;0.20601452304129025;-0.9812839995477906;-1.410646359643522;-0.9102776837835229;-1.0110744518707058;-1.1051650626421188;-1.0768131826224416;-0.956342582372734;-1.0429786427343826;-1.0837861273739413;-0.9939309016020997;-0.8569585752042226;-0.04909298157193877
0;-0.8777778449420435;-0.6444318645132123;-0.833408573621338;-0.5852382202469627;-0.7943972841600744;-0.8933449838778617;-0.7881191963321164;-0.7244052898933403;1.8052033099050655;-0.32053666906569445;1.403997443748271;-0.46167802622507925;-0.4616780262250812;1.5263403733192316;1.6058432997435665;-1.2614523850695545;-0.46167802622507925;-0.8628168850492278;-0.925797690004517;-0.8778116245342977;-1.0145276423184346;-0.7827776853903866;-0.791051434344435;-1.1486187970074773;-0.85001671544714;-0.4327216567862906;-0.6266574706535716
0;-1.0351129093646043;-0.953882939909713;-1.0813343268374542;-1.014275199521141;-1.0581550242470152;-1.0176028442426055;-1.086927192812964;-0.9999654586896365;1.2510920967602501;-0.8964637797805889;0.928366805499345;-1.1640328036483127;-1.164032803648314;0.716846108463915;0.4038569756059241;-0.9430510076378648;-1.1640328036483127;-1.0940180313601704;-0.9542232772932465;-1.029380583272845;-1.097575029390444;-1.0141975480335164;-1.2109301149943477;-1.0189534577404054;-1.162649955268452;-0.4327216567862906;0.5284715075096941
0;-1.1676055951941293;-1.1086084776079632;-1.1499095351738269;-1.0619459749960498;-1.1460742709426621;-1.1522155263044116;-1.2127410860680579;-1.2331317553634256;0.21645083427575976;-1.529990436086892;2.2783048353052626;-1.2397537584955318;-1.2397537584955334;2.5106331990666644;2.74756539394783;-1.748460743169851;-1.2397537584955318;-0.996372584039631;-1.1674151819587189;-1.1051650626421188;-1.1806224164624535;-1.1299074793550812;-1.0429786427343826;-1.213451466641013;-1.200590746978913;-0.6448401159952566;-0.6266574706535716
0;-1.1427632166010933;-1.1086084776079632;-1.1657345832514512;-1.1572875259458673;-1.1601413504139657;-1.1522155263044116;-1.2441945593818313;-1.2119348193021722;0.05317982887511937;-1.4990845753683102;1.0434183421305314;-1.519902924810142;-1.519902924810144;0.6967770010363414;0.1652945019396597;-1.0241512935074046;-1.519902924810142;-0.9944703200146109;-1.1389895946699893;-1.1203219585159736;-1.1183368761584465;-1.1588349621854726;-1.0849665107993738;-0.8892881184733337;-1.2313235234323614;0.20363372084060732;-0.6266574706535716
0;-1.1758863880584747;-1.1086084776079632;-1.1077094069668283;-0.8235920976215062;-1.1179401120000552;-1.2143444564867834;-1.2441945593818313;-1.127147075057158;2.755596469989162;-0.9849534597474157;1.9819668379987294;-1.3721007614620246;-1.3721007614620264;2.0801987074231865;2.1201661671457974;-1.5957152129689267;-1.3721007614620246;-1.100896602280117;-1.1816279756030836;-1.1961064378852473;-1.222146109998458;-1.10097999652469;-1.2529179830593389;-1.213451466641013;-1.055859020719215;-0.8569585752042226;-0.6266574706535716
0;-1.1758863880584747;-1.2633340153062136;-1.1393595031220771;-0.9666044240462324;-1.1443158860087492;-1.1418607046073495;-1.259921296038718;-1.169540947179665;1.8266407496062094;-1.1931691662057526;1.6951881309278913;-1.4595988437539524;-1.4595988437539544;1.651524775945978;1.4926220587676562;-1.4363368123498486;-1.4595988437539524;-1.0218731416635365;-1.0963512137368947;-1.1354788543898284;-1.1806224164624535;-1.1588349621854726;-1.126954378864365;-1.278284136274549;-1.183525045152204;-0.8569585752042226;-0.6266574706535716
0;-1.0433937022289497;-0.7991574022114627;-1.0549592467080802;-0.9666044240462324;-1.063430179048754;-0.9451190923631716;-1.0554737194991906;-1.127147075057158;-0.38220951885992066;-1.3750782270998085;1.4466465847998313;-0.9951462565529553;-0.9951462565529569;1.4540594547018315;1.3926520496882178;-1.2879500255665695;-0.9951462565529553;-0.9277093443938739;-0.8689465154270577;-0.9687529997774261;-0.9730039487824299;-0.840632651051169;-1.0429786427343826;-0.8244554488397978;-1.057337773658759;-0.6448401159952566;-0.6266574706535716
0;-1.0930784594150216;-0.6444318645132123;-1.0971593749150788;-1.014275199521141;-1.1073898023965774;-1.0176028442426055;-1.2127410860680579;-1.2967225635471864;-2.2702921710570663;-1.9754895570064528;0.42306719956237715;-1.5464688248617775;-1.5464688248617795;-0.2011395393775628;-1.0074509532594;-0.5511328774013176;-1.5464688248617775;-1.0519420027009212;-0.8689465154270577;-1.0445374791467;-1.097575029390444;-1.1299074793550812;-1.0009907746693913;-0.9541207881068696;-0.9668351137763508;-0.6448401159952566;-0.6266574706535716
0;-1.0930784594150216;-1.1086084776079632;-1.1340844870962024;-1.0619459749960498;-1.1179401120000552;-1.0900865961220396;-1.1812876127542844;-1.0423593308121437;1.8742795044976437;-0.898202523448093;0.8495586100779825;-1.3955667449664464;-1.3955667449664484;0.4951162845918674;-0.008219482058622773;-0.8858697000892948;-1.3955667449664464;-0.9342740557263505;-1.0679256264481651;-1.0596943750205545;-1.1183368761584465;-1.0720525136942989;-1.0849665107993738;-1.0837861273739413;-1.0145875934938329;-0.008484738368358646;-0.6266574706535716
0;-1.159324802329784;-1.1086084776079632;-1.1499095351738269;-1.014275199521141;-1.147832655876575;-1.1211510612132256;-1.307101506009378;-1.2119348193021722;0.44819032581215223;-1.45259945316332;0.4093094121263897;-1.7880932888995644;-1.7880932888995664;-0.432724197935488;-1.5872277921274582;-0.5395644922248102;-1.7880932888995644;-0.6992733869056872;-1.1105640073812595;-1.1657926461375379;-1.0768131826224416;-1.1299074793550812;-1.0429786427343826;-0.9541207881068696;-1.0681520665755204;-0.8569585752042226;-0.6266574706535716
0;-1.1924479737871652;-1.2633340153062136;-1.1973846794067;-1.1096167504709584;-1.1882755093565727;-1.1418607046073495;-1.3228282426662648;-1.2755256274859328;-0.08287934229208083;-1.6682647918058957;1.0154163808340515;-1.7395699656758854;-1.7395699656758874;0.5152717190442252;-0.26946497675562636;-1.0046661598893984;-1.7395699656758854;-1.0252547810534764;-1.1674151819587189;-1.0900081667682642;-1.1183368761584465;-1.0720525136942989;-1.0429786427343826;-1.0837861273739413;-1.0960406142399914;-0.8569585752042226;-0.6266574706535716
0;-1.1427632166010933;-1.1086084776079632;-1.1235344550444528;-0.9666044240462324;-1.151349425744401;-1.1107962395161635;-1.1970143494111711;-1.169540947179665;0.8695348558783198;-1.3038954959372024;1.7994712971354685;-1.273831140528594;-1.273831140528596;1.8492906892716956;1.8283332628272027;-1.4956915270631603;-1.273831140528594;-1.0939932358515527;-1.0963512137368947;-1.0596943750205545;-1.097575029390444;-0.8695601338815603;-0.9170150385394088;-0.8244554488397978;-1.2370785941312241;-0.22060319757732463;-0.04909298157193877
0;-1.109640045143712;-1.2633340153062136;-1.1393595031220771;-1.1096167504709584;-1.1126649571983163;-1.0797317744249775;-1.1812876127542844;-1.2119348193021722;-0.6087296524788264;-1.5804780092473032;1.2068892513207878;-1.3331829388535033;-1.333182938853505;1.017785487922368;0.7003637121620823;-1.1347765682418929;-1.3331829388535033;-1.0059157200465225;-1.0252872455150706;-1.0748512708944093;-1.0560513358544394;-1.10097999652469;-1.0849665107993738;-1.0837861273739413;-1.209264060363792;-0.4327216567862906;-0.6266574706535716
0;-1.1758863880584747;-0.953882939909713;-1.1340844870962024;-1.014275199521141;-1.1355239613391845;-1.1729251696985354;-1.2441945593818313;-1.1483440111184113;2.2911186097976866;-1.089061312976584;1.9819668379987294;-1.3721007614620246;-1.3721007614620264;2.0801987074231865;2.1201661671457974;-1.5957152129689267;-1.3721007614620246;-1.002879048333408;-1.1389895946699893;-1.2112633337591021;-1.263669803534463;-1.2745448935070374;-1.2529179830593389;-1.1486187970074773;-1.1362012520985474;-0.008484738368358646;-0.04909298157193877
0;-1.159324802329784;-0.7991574022114627;-1.086609342863329;-0.8235920976215062;-1.1021146475948387;-1.1729251696985354;-1.2441945593818313;-1.169540947179665;1.3172134190736229;-1.2512123574382137;1.4824168321333981;-1.4495792550831272;-1.449579255083129;1.3531590397241593;1.0871005097055155;-1.309933253238166;-1.4495792550831272;-1.007249269839112;-1.1816279756030836;-1.1657926461375379;-1.1183368761584465;-1.1299074793550812;-1.126954378864365;-1.0189534577404054;-1.249822221667296;-0.6448401159952566;-0.04909298157193877
0;-1.2090095595158559;-1.2633340153062136;-1.1921096633808252;-1.0619459749960498;-1.175966814819182;-1.2143444564867834;-1.4329153992644719;-1.2755256274859328;0.39604894021646353;-1.6174715974471152;-0.7711087498813198;-2.320974202993331;-2.320974202993333;-3.1778883832562044;-6.489945168511858;0.6905404648771617;-2.320974202993331;-1.1157123078473061;-1.1816279756030836;-1.1961064378852473;-1.1183368761584465;-1.10097999652469;-1.0009907746693913;-1.343116805908085;-1.083955883586736;-0.4327216567862906;-0.04909298157193877
0;-1.159324802329784;-1.1086084776079632;-1.1657345832514512;-1.014275199521141;-1.1636581202817915;-1.1625703480014735;-1.2127410860680579;-1.0847532029346507;3.0552596055965657;-0.8484381659880016;2.018970542136902;-1.280322238174909;-1.2803222381749106;2.149063098291247;2.237295383901241;-1.6154243136400144;-1.280322238174909;-1.1901892035875237;-1.1389895946699893;-1.150635750263683;-1.2013842632304559;-1.2456174106766462;-1.126954378864365;-1.213451466641013;-1.2429879989199981;0.20363372084060732;0.5284715075096941
0;-1.1841671809228198;-1.2633340153062136;-1.1868346473549505;-1.1096167504709584;-1.2005842038939631;-1.2039896347897214;-1.2756480326956048;-1.169540947179665;2.108645164722463;-1.1618422473697048;1.6644618408845875;-1.508377954534061;-1.5083779545340628;1.591065086400084;1.387119728343188;-1.4185303979358548;-1.508377954534061;-1.0190039116539136;-1.1816279756030836;-1.1809495420113927;-1.159860569694451;-1.10097999652469;-1.2529179830593389;-1.1486187970074773;-1.0624744316305434;-0.8569585752042226;-0.6266574706535716
